subscription_id,account_id,trial_start_date,conversion_date,plan_name,monthly_recurring_revenue,cancel_date,status
S01059,A01059,2024-12-09,2024-12-19,Starter,49,,active
S01060,A01060,2025-03-19,,Trial Only,0,,trial_expired
S01061,A01061,2025-09-06,2025-09-17,Business,249,2025-10-11,cancelled
S01062,A01062,2025-01-19,,Trial Only,0,,trial_expired
S01063,A01063,2024-06-14,2024-06-26,Starter,49,2024-08-13,cancelled
S01064,A01064,2025-01-27,2025-02-22,Starter,49,,active
S01065,A01065,2024-07-29,,Trial Only,0,,trial_expired
S01066,A01066,2025-09-18,2025-10-04,Starter,49,,active
S01067,A01067,2024-09-16,2024-09-23,Pro,99,,active
S01068,A01068,2025-03-08,2025-03-24,Pro,99,,active
S01069,A01069,2024-01-12,,Trial Only,0,,trial_expired
S01070,A01070,2024-09-17,2024-10-05,Pro,99,,active
S01071,A01071,2025-07-16,,Trial Only,0,,trial_expired
S01072,A01072,2025-01-19,,Trial Only,0,,trial_expired
S01073,A01073,2024-10-12,,Trial Only,0,,trial_expired
S01074,A01074,2025-08-27,2025-09-09,Starter,49,,active
S01075,A01075,2025-07-02,2025-07-16,Pro,99,,active
S01076,A01076,2024-07-30,2024-08-02,Pro,99,,active
S01077,A01077,2024-12-11,,Trial Only,0,,trial_expired
S01078,A01078,2024-11-10,2024-11-19,Starter,49,,active
S01079,A01079,2025-01-30,2025-02-09,Pro,99,,active
S01080,A01080,2024-08-07,,Trial Only,0,,trial_expired
S01081,A01081,2024-06-06,,Trial Only,0,,trial_expired
S01082,A01082,2025-08-11,,Trial Only,0,,trial_expired
S01083,A01083,2025-08-19,2025-08-22,Starter,49,,active
S01084,A01084,2025-06-24,2025-07-11,Pro,99,,active
S01085,A01085,2025-09-19,2025-10-01,Pro,99,,active
S01086,A01086,2025-04-18,,Trial Only,0,,trial_expired
S01087,A01087,2025-05-01,2025-05-26,Starter,49,2025-06-08,cancelled
S01088,A01088,2025-04-30,2025-05-09,Pro,99,,active
S01089,A01089,2024-11-05,2024-11-16,Starter,49,2025-08-06,cancelled
S01090,A01090,2024-10-21,2024-11-06,Starter,49,2026-03-10,cancelled
S01091,A01091,2024-06-04,2024-06-15,Starter,49,2025-09-12,cancelled
S01092,A01092,2025-02-08,,Trial Only,0,,trial_expired
S01093,A01093,2024-07-08,,Trial Only,0,,trial_expired
S01094,A01094,2024-06-16,,Trial Only,0,,trial_expired
S01095,A01095,2025-01-06,,Trial Only,0,,trial_expired
S01096,A01096,2024-09-22,2024-10-07,Business,249,2024-12-01,cancelled
S01097,A01097,2024-05-20,2024-06-10,Starter,49,2024-09-12,cancelled
S01098,A01098,2025-06-06,2025-06-19,Starter,49,2025-10-04,cancelled
S01099,A01099,2025-07-06,2025-07-15,Starter,49,,active
S01100,A01100,2024-04-15,2024-04-20,Business,249,2024-08-21,cancelled
S01101,A01101,2024-01-04,,Trial Only,0,,trial_expired
S01102,A01102,2024-08-09,,Trial Only,0,,trial_expired
S01103,A01103,2025-05-24,,Trial Only,0,,trial_expired
S01104,A01104,2025-06-22,2025-06-26,Starter,49,2025-09-09,cancelled
S01105,A01105,2024-03-26,2024-04-09,Starter,49,2024-06-21,cancelled
S01106,A01106,2025-05-08,2025-05-12,Business,249,2025-07-09,cancelled
S01107,A01107,2024-03-10,2024-03-21,Business,249,2025-11-04,cancelled
S01108,A01108,2024-09-11,2024-10-06,Business,249,2024-11-09,cancelled
S01109,A01109,2025-09-30,,Trial Only,0,,trial_expired
S01110,A01110,2024-05-02,2024-05-18,Pro,99,2025-01-06,cancelled
S01111,A01111,2024-04-05,2024-04-16,Pro,99,2024-06-02,cancelled
S01112,A01112,2024-09-28,,Trial Only,0,,trial_expired
S01113,A01113,2025-01-24,,Trial Only,0,,trial_expired
S01114,A01114,2025-08-25,,Trial Only,0,,trial_expired
S01115,A01115,2025-09-21,,Trial Only,0,,trial_expired
S01116,A01116,2024-02-07,,Trial Only,0,,trial_expired
S01117,A01117,2024-03-25,,Trial Only,0,,trial_expired
S01118,A01118,2025-05-19,,Trial Only,0,,trial_expired
S01119,A01119,2024-06-25,,Trial Only,0,,trial_expired
S01120,A01120,2025-07-23,2025-08-06,Starter,49,,active
S01121,A01121,2025-02-20,2025-03-05,Starter,49,2025-08-21,cancelled
S01122,A01122,2024-03-07,2024-03-11,Pro,99,2025-11-17,cancelled
S01123,A01123,2025-06-17,,Trial Only,0,,trial_expired
S01124,A01124,2024-04-21,,Trial Only,0,,trial_expired
S01125,A01125,2024-09-29,2024-10-14,Business,249,2025-04-05,cancelled
S01126,A01126,2024-12-16,,Trial Only,0,,trial_expired
S01127,A01127,2024-11-15,2024-11-28,Pro,99,,active
S01128,A01128,2025-03-08,,Trial Only,0,,trial_expired
S01129,A01129,2025-02-13,2025-02-22,Pro,99,2026-02-08,cancelled
S01130,A01130,2025-09-26,2025-10-01,Pro,99,,active
S01131,A01131,2025-09-30,,Trial Only,0,,trial_expired
S01132,A01132,2024-11-24,,Trial Only,0,,trial_expired
S01133,A01133,2024-02-25,2024-03-09,Starter,49,2025-03-05,cancelled
S01134,A01134,2025-04-06,,Trial Only,0,,trial_expired
S01135,A01135,2025-09-18,2025-10-02,Business,249,,active
S01136,A01136,2024-07-28,2024-08-12,Starter,49,,active
S01137,A01137,2024-10-24,,Trial Only,0,,trial_expired
S01138,A01138,2024-09-29,2024-10-16,Business,249,2025-04-05,cancelled
S01139,A01139,2024-01-27,2024-02-23,Business,249,2024-05-22,cancelled
S01140,A01140,2025-02-27,,Trial Only,0,,trial_expired
S01141,A01141,2024-08-21,,Trial Only,0,,trial_expired
S01142,A01142,2025-05-17,2025-05-23,Starter,49,,active
S01143,A01143,2025-06-17,2025-07-04,Starter,49,,active
S01144,A01144,2025-06-09,,Trial Only,0,,trial_expired
S01145,A01145,2024-09-25,2024-10-07,Starter,49,,active
S01146,A01146,2024-07-30,,Trial Only,0,,trial_expired
S01147,A01147,2025-04-20,2025-05-01,Pro,99,,active
S01148,A01148,2025-05-27,,Trial Only,0,,trial_expired
S01149,A01149,2024-11-11,,Trial Only,0,,trial_expired
S01150,A01150,2025-07-29,2025-08-24,Starter,49,,active
S01151,A01151,2024-03-29,,Trial Only,0,,trial_expired
S01152,A01152,2025-07-19,2025-08-02,Starter,49,2025-12-25,cancelled
S01153,A01153,2024-02-26,,Trial Only,0,,trial_expired
S01154,A01154,2024-04-05,2024-04-21,Starter,49,2024-06-22,cancelled
S01155,A01155,2024-12-03,,Trial Only,0,,trial_expired
S01156,A01156,2024-02-06,,Trial Only,0,,trial_expired
S01157,A01157,2024-01-28,2024-02-12,Starter,49,2024-12-01,cancelled
S01158,A01158,2024-01-01,,Trial Only,0,,trial_expired
S01159,A01159,2024-10-07,,Trial Only,0,,trial_expired
S01160,A01160,2025-05-08,,Trial Only,0,,trial_expired
S01161,A01161,2024-01-19,,Trial Only,0,,trial_expired
S01162,A01162,2025-02-13,2025-02-21,Pro,99,2025-09-10,cancelled
S01163,A01163,2025-06-10,,Trial Only,0,,trial_expired
S01164,A01164,2024-04-15,2024-04-20,Starter,49,2024-10-24,cancelled
S01165,A01165,2024-04-01,,Trial Only,0,,trial_expired
S01166,A01166,2025-07-06,2025-07-17,Pro,99,,active
S01167,A01167,2025-06-10,,Trial Only,0,,trial_expired
S01168,A01168,2024-12-07,2024-12-21,Starter,49,2025-01-09,cancelled
S01169,A01169,2025-06-08,,Trial Only,0,,trial_expired
S01170,A01170,2024-02-23,,Trial Only,0,,trial_expired
S01171,A01171,2024-09-14,2024-09-28,Pro,99,2024-12-13,cancelled
S01172,A01172,2025-04-13,2025-04-27,Starter,49,2025-05-20,cancelled
S01173,A01173,2024-06-16,,Trial Only,0,,trial_expired
S01174,A01174,2025-04-23,,Trial Only,0,,trial_expired
S01175,A01175,2024-11-17,,Trial Only,0,,trial_expired
S01176,A01176,2025-04-21,2025-04-30,Pro,99,,active
S01177,A01177,2024-10-27,,Trial Only,0,,trial_expired
S01178,A01178,2024-08-31,,Trial Only,0,,trial_expired
S01179,A01179,2024-05-20,,Trial Only,0,,trial_expired
S01180,A01180,2024-05-13,2024-06-05,Starter,49,2025-01-22,cancelled
S01181,A01181,2025-04-22,,Trial Only,0,,trial_expired
S01182,A01182,2024-03-12,2024-03-26,Starter,49,2025-08-19,cancelled
S01183,A01183,2024-02-19,,Trial Only,0,,trial_expired
S01184,A01184,2024-04-21,2024-04-27,Starter,49,2025-04-22,cancelled
S01185,A01185,2024-04-20,,Trial Only,0,,trial_expired
S01186,A01186,2025-06-10,,Trial Only,0,,trial_expired
S01187,A01187,2024-09-16,,Trial Only,0,,trial_expired
S01188,A01188,2025-09-25,2025-10-05,Starter,49,2025-11-01,cancelled
S01189,A01189,2024-03-25,2024-04-04,Business,249,2025-05-07,cancelled
S01190,A01190,2025-02-14,2025-02-27,Starter,49,2025-12-07,cancelled
S01191,A01191,2024-10-16,,Trial Only,0,,trial_expired
S01192,A01192,2024-09-13,,Trial Only,0,,trial_expired
S01193,A01193,2025-07-16,2025-07-27,Starter,49,2025-08-23,cancelled
S01194,A01194,2025-09-18,2025-09-25,Pro,99,2025-11-10,cancelled
S01195,A01195,2025-07-15,,Trial Only,0,,trial_expired
S01196,A01196,2024-05-02,,Trial Only,0,,trial_expired
S01197,A01197,2024-05-21,2024-06-03,Starter,49,2026-01-03,cancelled
S01198,A01198,2025-02-15,2025-03-01,Pro,99,2025-04-07,cancelled
S01199,A01199,2024-07-07,2024-07-18,Starter,49,,active
S01200,A01200,2025-04-11,,Trial Only,0,,trial_expired
S01201,A01201,2024-12-26,2025-01-03,Starter,49,,active
S01202,A01202,2024-12-15,2025-01-11,Pro,99,2025-05-11,cancelled
S01203,A01203,2025-06-14,,Trial Only,0,,trial_expired
S01204,A01204,2025-03-25,2025-04-07,Pro,99,,active
S01205,A01205,2024-01-14,,Trial Only,0,,trial_expired
S01206,A01206,2024-01-26,,Trial Only,0,,trial_expired
S01207,A01207,2025-01-14,2025-01-22,Starter,49,,active
S01208,A01208,2024-11-08,2024-11-13,Pro,99,2025-05-04,cancelled
S01209,A01209,2024-06-18,,Trial Only,0,,trial_expired
S01210,A01210,2024-09-26,2024-10-12,Starter,49,2024-12-25,cancelled
S01211,A01211,2025-04-27,,Trial Only,0,,trial_expired
S01212,A01212,2025-06-13,,Trial Only,0,,trial_expired
S01213,A01213,2024-12-22,,Trial Only,0,,trial_expired
S01214,A01214,2024-09-09,2024-09-29,Starter,49,2025-10-16,cancelled
S01215,A01215,2024-06-25,2024-07-20,Pro,99,2024-11-05,cancelled
S01216,A01216,2024-11-26,,Trial Only,0,,trial_expired
S01217,A01217,2024-07-25,,Trial Only,0,,trial_expired
S01218,A01218,2024-12-24,2025-01-03,Pro,99,2025-04-11,cancelled
S01219,A01219,2025-03-02,2025-03-14,Starter,49,2025-04-16,cancelled
S01220,A01220,2024-02-05,,Trial Only,0,,trial_expired
S01221,A01221,2024-01-01,,Trial Only,0,,trial_expired
S01222,A01222,2024-05-15,2024-05-18,Starter,49,2025-03-17,cancelled
S01223,A01223,2025-07-30,2025-08-12,Starter,49,2025-10-24,cancelled
S01224,A01224,2025-02-09,,Trial Only,0,,trial_expired
S01225,A01225,2024-04-18,,Trial Only,0,,trial_expired
S01226,A01226,2025-07-27,,Trial Only,0,,trial_expired
S01227,A01227,2024-10-30,2024-11-25,Starter,49,2025-06-11,cancelled
S01228,A01228,2024-11-03,,Trial Only,0,,trial_expired
S01229,A01229,2025-08-27,2025-09-03,Pro,99,,active
S01230,A01230,2024-01-31,2024-02-06,Starter,49,,active
S01231,A01231,2024-05-17,,Trial Only,0,,trial_expired
S01232,A01232,2025-01-06,2025-01-22,Pro,99,2025-02-17,cancelled
S01233,A01233,2024-05-04,,Trial Only,0,,trial_expired
S01234,A01234,2025-03-04,,Trial Only,0,,trial_expired
S01235,A01235,2024-05-17,2024-05-27,Starter,49,,active
S01236,A01236,2024-02-28,,Trial Only,0,,trial_expired
S01237,A01237,2024-05-12,2024-05-24,Pro,99,,active
S01238,A01238,2024-09-28,,Trial Only,0,,trial_expired
S01239,A01239,2024-04-21,,Trial Only,0,,trial_expired
S01240,A01240,2024-03-23,2024-04-07,Pro,99,,active
S01241,A01241,2025-07-06,,Trial Only,0,,trial_expired
S01242,A01242,2024-07-29,,Trial Only,0,,trial_expired
S01243,A01243,2024-08-26,,Trial Only,0,,trial_expired
S01244,A01244,2024-01-29,,Trial Only,0,,trial_expired
S01245,A01245,2024-08-23,,Trial Only,0,,trial_expired
S01246,A01246,2024-06-21,,Trial Only,0,,trial_expired
S01247,A01247,2025-01-19,,Trial Only,0,,trial_expired
S01248,A01248,2024-05-11,2024-05-22,Pro,99,2024-06-03,cancelled
S01249,A01249,2025-07-25,,Trial Only,0,,trial_expired
S01250,A01250,2025-08-23,,Trial Only,0,,trial_expired
S01251,A01251,2024-02-28,,Trial Only,0,,trial_expired
S01252,A01252,2024-03-04,2024-03-14,Pro,99,2024-06-03,cancelled
S01253,A01253,2024-03-10,2024-03-22,Business,249,,active
S01254,A01254,2025-01-24,2025-02-15,Pro,99,2025-09-24,cancelled
S01255,A01255,2024-03-14,,Trial Only,0,,trial_expired
S01256,A01256,2025-07-01,2025-07-05,Pro,99,,active
S01257,A01257,2025-04-24,,Trial Only,0,,trial_expired
S01258,A01258,2025-06-08,2025-06-15,Pro,99,2025-11-01,cancelled
S01259,A01259,2024-11-29,2024-12-11,Pro,99,2025-04-23,cancelled
S01260,A01260,2025-09-29,,Trial Only,0,,trial_expired
S01261,A01261,2024-01-23,2024-02-04,Starter,49,2024-06-17,cancelled
S01262,A01262,2024-09-17,,Trial Only,0,,trial_expired
S01263,A01263,2024-07-31,2024-08-10,Starter,49,,active
S01264,A01264,2025-09-04,,Trial Only,0,,trial_expired
S01265,A01265,2025-01-02,2025-01-09,Starter,49,,active
S01266,A01266,2025-05-30,,Trial Only,0,,trial_expired
S01267,A01267,2024-04-17,,Trial Only,0,,trial_expired
S01268,A01268,2025-09-19,,Trial Only,0,,trial_expired
S01269,A01269,2024-11-14,,Trial Only,0,,trial_expired
S01270,A01270,2024-11-12,,Trial Only,0,,trial_expired
S01271,A01271,2025-09-15,2025-09-25,Pro,99,,active
S01272,A01272,2024-09-06,2024-09-22,Starter,49,2025-04-14,cancelled
S01273,A01273,2024-09-15,,Trial Only,0,,trial_expired
S01274,A01274,2025-01-06,2025-01-14,Starter,49,2026-03-09,cancelled
S01275,A01275,2024-03-19,,Trial Only,0,,trial_expired
S01276,A01276,2024-07-29,2024-08-10,Starter,49,2025-06-06,cancelled
S01277,A01277,2024-05-02,2024-05-13,Business,249,2024-12-08,cancelled
S01278,A01278,2024-03-01,,Trial Only,0,,trial_expired
S01279,A01279,2025-07-10,2025-07-19,Business,249,,active
S01280,A01280,2025-01-08,,Trial Only,0,,trial_expired
S01281,A01281,2024-08-24,2024-09-09,Starter,49,,active
S01282,A01282,2024-09-21,2024-10-03,Pro,99,2025-03-12,cancelled
S01283,A01283,2024-10-04,2024-10-20,Pro,99,2025-02-14,cancelled
S01284,A01284,2025-01-31,,Trial Only,0,,trial_expired
S01285,A01285,2025-08-21,,Trial Only,0,,trial_expired
S01286,A01286,2025-08-25,2025-09-06,Pro,99,,active
S01287,A01287,2024-09-12,,Trial Only,0,,trial_expired
S01288,A01288,2024-08-04,2024-08-14,Business,249,2026-03-06,cancelled
S01289,A01289,2024-10-17,,Trial Only,0,,trial_expired
S01290,A01290,2024-12-27,2025-01-11,Business,249,2025-02-07,cancelled
S01291,A01291,2024-10-25,2024-11-05,Starter,49,2025-06-01,cancelled
S01292,A01292,2025-02-17,,Trial Only,0,,trial_expired
S01293,A01293,2024-12-18,,Trial Only,0,,trial_expired
S01294,A01294,2024-07-29,2024-08-24,Starter,49,2024-10-19,cancelled
S01295,A01295,2024-08-15,2024-08-24,Business,249,,active
S01296,A01296,2024-09-05,2024-09-10,Starter,49,2025-05-17,cancelled
S01297,A01297,2024-02-24,,Trial Only,0,,trial_expired
S01298,A01298,2024-04-14,2024-04-30,Starter,49,,active
S01299,A01299,2025-04-03,,Trial Only,0,,trial_expired
S01300,A01300,2024-09-11,2024-09-25,Starter,49,2025-11-24,cancelled
S01301,A01301,2024-05-17,,Trial Only,0,,trial_expired
S01302,A01302,2024-12-23,2024-12-28,Starter,49,2025-10-08,cancelled
S01303,A01303,2025-04-25,,Trial Only,0,,trial_expired
S01304,A01304,2024-06-16,,Trial Only,0,,trial_expired
S01305,A01305,2025-06-13,,Trial Only,0,,trial_expired
S01306,A01306,2025-08-21,,Trial Only,0,,trial_expired
S01307,A01307,2025-01-12,,Trial Only,0,,trial_expired
S01308,A01308,2025-02-24,,Trial Only,0,,trial_expired
S01309,A01309,2024-01-28,2024-02-05,Pro,99,2025-08-13,cancelled
S01310,A01310,2025-09-02,2025-09-13,Business,249,,active
S01311,A01311,2024-09-13,,Trial Only,0,,trial_expired
S01312,A01312,2025-08-19,,Trial Only,0,,trial_expired
S01313,A01313,2025-01-03,2025-01-08,Starter,49,,active
S01314,A01314,2024-01-03,2024-01-17,Starter,49,2024-07-05,cancelled
S01315,A01315,2024-01-20,2024-02-02,Pro,99,2024-05-20,cancelled
S01316,A01316,2025-03-04,2025-03-28,Starter,49,2025-11-09,cancelled
S01317,A01317,2024-12-23,,Trial Only,0,,trial_expired
S01318,A01318,2024-01-14,,Trial Only,0,,trial_expired
S01319,A01319,2025-04-17,2025-05-02,Business,249,,active
S01320,A01320,2025-06-30,2025-07-05,Pro,99,,active
S01321,A01321,2024-11-13,,Trial Only,0,,trial_expired
S01322,A01322,2024-10-27,2024-10-31,Pro,99,2025-02-02,cancelled
S01323,A01323,2024-01-03,2024-01-06,Business,249,,active
S01324,A01324,2025-05-16,,Trial Only,0,,trial_expired
S01325,A01325,2024-08-05,,Trial Only,0,,trial_expired
S01326,A01326,2025-07-19,,Trial Only,0,,trial_expired
S01327,A01327,2024-09-03,2024-09-11,Pro,99,,active
S01328,A01328,2024-12-25,,Trial Only,0,,trial_expired
S01329,A01329,2024-06-25,,Trial Only,0,,trial_expired
S01330,A01330,2024-04-10,,Trial Only,0,,trial_expired
S01331,A01331,2025-05-08,2025-05-13,Pro,99,2025-06-14,cancelled
S01332,A01332,2024-11-13,,Trial Only,0,,trial_expired
S01333,A01333,2024-12-05,,Trial Only,0,,trial_expired
S01334,A01334,2025-09-12,2025-09-24,Starter,49,,active
S01335,A01335,2025-09-12,2025-09-27,Business,249,2026-02-12,cancelled
S01336,A01336,2025-07-03,,Trial Only,0,,trial_expired
S01337,A01337,2024-04-29,,Trial Only,0,,trial_expired
S01338,A01338,2025-01-11,2025-01-18,Pro,99,2025-03-17,cancelled
S01339,A01339,2025-07-18,2025-08-03,Business,249,,active
S01340,A01340,2024-09-03,,Trial Only,0,,trial_expired
S01341,A01341,2024-02-29,2024-03-11,Pro,99,2024-10-18,cancelled
S01342,A01342,2025-06-02,,Trial Only,0,,trial_expired
S01343,A01343,2024-11-06,,Trial Only,0,,trial_expired
S01344,A01344,2024-12-24,2025-01-01,Starter,49,2025-09-06,cancelled
S01345,A01345,2025-09-21,,Trial Only,0,,trial_expired
S01346,A01346,2025-01-17,2025-01-26,Pro,99,,active
S01347,A01347,2024-09-30,,Trial Only,0,,trial_expired
S01348,A01348,2024-09-01,2024-09-17,Pro,99,,active
S01349,A01349,2024-09-26,,Trial Only,0,,trial_expired
S01350,A01350,2024-03-12,2024-03-24,Pro,99,2026-01-20,cancelled
S01351,A01351,2025-05-22,,Trial Only,0,,trial_expired
S01352,A01352,2025-06-20,,Trial Only,0,,trial_expired
S01353,A01353,2024-07-04,,Trial Only,0,,trial_expired
S01354,A01354,2024-07-18,,Trial Only,0,,trial_expired
S01355,A01355,2025-07-16,,Trial Only,0,,trial_expired
S01356,A01356,2024-01-13,,Trial Only,0,,trial_expired
S01357,A01357,2024-11-26,,Trial Only,0,,trial_expired
S01358,A01358,2024-10-26,2024-10-30,Pro,99,2025-04-05,cancelled
S01359,A01359,2025-03-11,,Trial Only,0,,trial_expired
S01360,A01360,2024-04-12,2024-05-03,Starter,49,2025-03-08,cancelled
S01361,A01361,2025-02-24,,Trial Only,0,,trial_expired
S01362,A01362,2024-09-04,,Trial Only,0,,trial_expired
S01363,A01363,2025-01-23,2025-02-06,Pro,99,,active
S01364,A01364,2024-01-21,,Trial Only,0,,trial_expired
S01365,A01365,2024-10-24,,Trial Only,0,,trial_expired
S01366,A01366,2024-11-27,,Trial Only,0,,trial_expired
S01367,A01367,2024-05-17,2024-06-04,Pro,99,2024-10-18,cancelled
S01368,A01368,2024-03-26,2024-03-30,Pro,99,2025-12-22,cancelled
S01369,A01369,2024-04-29,,Trial Only,0,,trial_expired
S01370,A01370,2024-08-14,2024-08-27,Pro,99,2025-08-25,cancelled
S01371,A01371,2024-02-26,,Trial Only,0,,trial_expired
S01372,A01372,2025-09-03,2025-09-12,Pro,99,2026-03-13,cancelled
S01373,A01373,2024-09-19,,Trial Only,0,,trial_expired
S01374,A01374,2025-06-01,,Trial Only,0,,trial_expired
S01375,A01375,2025-09-17,2025-09-26,Starter,49,,active
S01376,A01376,2024-02-15,2024-03-02,Starter,49,2025-03-23,cancelled
S01377,A01377,2025-02-12,,Trial Only,0,,trial_expired
S01378,A01378,2025-07-14,2025-07-26,Pro,99,2026-01-19,cancelled
S01379,A01379,2025-01-31,2025-02-12,Starter,49,2025-03-13,cancelled
S01380,A01380,2024-10-02,2024-10-08,Pro,99,,active
S01381,A01381,2024-10-03,2024-10-17,Pro,99,,active
S01382,A01382,2024-01-19,,Trial Only,0,,trial_expired
S01383,A01383,2024-12-04,,Trial Only,0,,trial_expired
S01384,A01384,2025-09-27,2025-10-14,Starter,49,,active
S01385,A01385,2025-09-09,,Trial Only,0,,trial_expired
S01386,A01386,2024-01-21,,Trial Only,0,,trial_expired
S01387,A01387,2025-03-22,2025-03-30,Pro,99,2025-07-06,cancelled
S01388,A01388,2024-07-16,2024-07-21,Pro,99,2025-11-02,cancelled
S01389,A01389,2025-08-05,2025-08-30,Business,249,2025-11-22,cancelled
S01390,A01390,2024-01-24,2024-02-02,Business,249,2024-03-17,cancelled
S01391,A01391,2025-08-27,2025-09-09,Pro,99,,active
S01392,A01392,2025-06-20,2025-07-08,Pro,99,2025-08-20,cancelled
S01393,A01393,2024-03-11,2024-03-14,Starter,49,,active
S01394,A01394,2024-01-31,,Trial Only,0,,trial_expired
S01395,A01395,2025-06-18,2025-07-16,Pro,99,2025-09-21,cancelled
S01396,A01396,2024-04-07,2024-04-24,Starter,49,2026-01-14,cancelled
S01397,A01397,2024-12-04,2024-12-11,Pro,99,2025-02-13,cancelled
S01398,A01398,2025-08-13,2025-08-16,Starter,49,,active
S01399,A01399,2024-12-26,2025-01-06,Starter,49,2025-02-05,cancelled
S01400,A01400,2024-09-15,2024-09-30,Starter,49,,active
S01401,A01401,2024-10-13,,Trial Only,0,,trial_expired
S01402,A01402,2024-02-03,,Trial Only,0,,trial_expired
S01403,A01403,2025-09-14,2025-09-21,Starter,49,2025-10-10,cancelled
S01404,A01404,2024-07-22,2024-08-07,Starter,49,2024-10-21,cancelled
S01405,A01405,2024-04-30,2024-05-04,Starter,49,,active
S01406,A01406,2024-07-05,2024-07-18,Starter,49,,active
S01407,A01407,2025-09-12,,Trial Only,0,,trial_expired
S01408,A01408,2024-02-24,2024-03-16,Business,249,2024-08-05,cancelled
S01409,A01409,2025-07-11,2025-07-19,Pro,99,2025-08-11,cancelled
S01410,A01410,2025-03-23,2025-04-05,Pro,99,,active
S01411,A01411,2025-06-15,,Trial Only,0,,trial_expired
S01412,A01412,2025-09-18,2025-09-30,Business,249,2026-02-05,cancelled
S01413,A01413,2025-06-24,,Trial Only,0,,trial_expired
S01414,A01414,2025-09-01,2025-09-14,Pro,99,2025-12-08,cancelled
S01415,A01415,2024-03-18,2024-03-22,Pro,99,2025-04-05,cancelled
S01416,A01416,2025-05-23,,Trial Only,0,,trial_expired
S01417,A01417,2024-12-12,2024-12-15,Starter,49,,active
S01418,A01418,2024-12-10,2024-12-19,Starter,49,,active
S01419,A01419,2025-08-02,2025-08-12,Starter,49,,active
S01420,A01420,2025-09-16,2025-09-23,Pro,99,,active
S01421,A01421,2025-03-21,,Trial Only,0,,trial_expired
S01422,A01422,2024-11-06,2024-11-11,Business,249,2024-12-15,cancelled
S01423,A01423,2024-10-21,2024-10-27,Starter,49,,active
S01424,A01424,2024-09-09,,Trial Only,0,,trial_expired
S01425,A01425,2024-08-26,,Trial Only,0,,trial_expired
S01426,A01426,2024-09-12,,Trial Only,0,,trial_expired
S01427,A01427,2024-02-21,,Trial Only,0,,trial_expired
S01428,A01428,2024-02-13,,Trial Only,0,,trial_expired
S01429,A01429,2025-05-12,2025-05-27,Starter,49,2026-01-23,cancelled
S01430,A01430,2024-10-14,,Trial Only,0,,trial_expired
S01431,A01431,2025-08-24,2025-09-07,Starter,49,2025-12-02,cancelled
S01432,A01432,2025-01-20,2025-02-05,Starter,49,2026-01-23,cancelled
S01433,A01433,2024-01-19,,Trial Only,0,,trial_expired
S01434,A01434,2024-04-08,2024-04-18,Pro,99,2024-12-19,cancelled
S01435,A01435,2024-05-11,,Trial Only,0,,trial_expired
S01436,A01436,2025-09-18,,Trial Only,0,,trial_expired
S01437,A01437,2024-05-20,,Trial Only,0,,trial_expired
S01438,A01438,2024-11-23,,Trial Only,0,,trial_expired
S01439,A01439,2025-08-27,2025-09-19,Starter,49,2026-02-07,cancelled
S01440,A01440,2025-09-19,2025-10-04,Pro,99,,active
S01441,A01441,2024-06-01,2024-06-14,Starter,49,2024-08-17,cancelled
S01442,A01442,2024-01-26,2024-02-20,Starter,49,2024-12-17,cancelled
S01443,A01443,2024-04-05,,Trial Only,0,,trial_expired
S01444,A01444,2024-02-03,,Trial Only,0,,trial_expired
S01445,A01445,2024-05-04,,Trial Only,0,,trial_expired
S01446,A01446,2024-12-27,2025-01-12,Pro,99,2025-02-20,cancelled
S01447,A01447,2025-08-11,,Trial Only,0,,trial_expired
S01448,A01448,2024-12-06,,Trial Only,0,,trial_expired
S01449,A01449,2025-01-27,2025-02-04,Pro,99,,active
S01450,A01450,2024-05-08,,Trial Only,0,,trial_expired
S01451,A01451,2025-05-26,2025-06-05,Starter,49,,active
S01452,A01452,2025-01-23,2025-01-28,Pro,99,2025-07-14,cancelled
S01453,A01453,2025-07-09,2025-08-02,Pro,99,2026-02-09,cancelled
S01454,A01454,2025-09-04,,Trial Only,0,,trial_expired
S01455,A01455,2024-08-17,,Trial Only,0,,trial_expired
S01456,A01456,2024-02-22,,Trial Only,0,,trial_expired
S01457,A01457,2024-05-25,,Trial Only,0,,trial_expired
S01458,A01458,2024-10-08,,Trial Only,0,,trial_expired
S01459,A01459,2025-09-02,,Trial Only,0,,trial_expired
S01460,A01460,2024-09-05,2024-09-13,Pro,99,2025-04-10,cancelled
S01461,A01461,2025-05-05,,Trial Only,0,,trial_expired
S01462,A01462,2024-12-08,,Trial Only,0,,trial_expired
S01463,A01463,2024-04-25,,Trial Only,0,,trial_expired
S01464,A01464,2024-07-29,,Trial Only,0,,trial_expired
S01465,A01465,2025-02-13,,Trial Only,0,,trial_expired
S01466,A01466,2025-02-27,2025-03-12,Starter,49,2025-05-13,cancelled
S01467,A01467,2024-10-06,2024-10-11,Pro,99,,active
S01468,A01468,2024-05-27,,Trial Only,0,,trial_expired
S01469,A01469,2025-04-02,2025-04-06,Starter,49,2026-02-07,cancelled
S01470,A01470,2024-04-16,,Trial Only,0,,trial_expired
S01471,A01471,2025-08-28,,Trial Only,0,,trial_expired
S01472,A01472,2024-04-29,2024-05-15,Starter,49,2026-02-06,cancelled
