account_id,signup_date,country,industry,company_size,first_touch_channel,first_touch_campaign_id,trial_days
A10405,2024-05-14,Canada,Healthcare,21-50,Paid Search,PS_Brand,14
A05477,2024-05-14,Canada,Healthcare,1-5,Partner,PART_Community,14
A11832,2024-05-14,United States,Professional Services,6-20,Paid Social,SOC_Prospecting,14
A08703,2024-05-14,Canada,Professional Services,6-20,Paid Social,SOC_Retargeting,14
A02845,2024-05-14,United States,Home Services,6-20,Organic Search,ORG_SEO,14
A08046,2024-05-14,United States,Technology,6-20,Referral,REF_Customer,14
A09845,2024-05-14,Canada,Retail,6-20,Partner,PART_Consultants,14
A02998,2024-05-14,United States,Technology,21-50,Organic Search,ORG_SEO,14
A05665,2024-05-14,Canada,Retail,21-50,Organic Search,ORG_SEO,14
A04741,2024-05-14,Canada,Professional Services,6-20,Partner,PART_Community,14
A08081,2024-05-14,United States,Professional Services,6-20,Referral,REF_Customer,14
A10950,2024-05-14,Canada,Education,6-20,Direct,DIR_None,14
A09500,2024-05-15,United States,Healthcare,6-20,Paid Social,SOC_Video,14
A09394,2024-05-15,Canada,Technology,6-20,Organic Search,ORG_SEO,14
A07331,2024-05-15,United States,Home Services,6-20,Partner,PART_Consultants,14
A03741,2024-05-15,Canada,Education,6-20,Paid Social,SOC_Video,14
A04275,2024-05-15,United Kingdom,Professional Services,21-50,Paid Search,PS_Brand,14
A06410,2024-05-15,United Kingdom,Professional Services,1-5,Referral,REF_Customer,14
A07410,2024-05-15,Canada,Home Services,1-5,Direct,DIR_None,14
A03667,2024-05-15,United Kingdom,Technology,21-50,Referral,REF_Customer,14
A01222,2024-05-15,Canada,Healthcare,6-20,Referral,REF_Customer,14
A09842,2024-05-15,Australia,Home Services,6-20,Email,EML_Reactivation,14
A00994,2024-05-15,United States,Technology,1-5,Organic Search,ORG_SEO,14
A04595,2024-05-15,United States,Professional Services,6-20,Paid Social,SOC_Prospecting,14
A00855,2024-05-15,United States,Professional Services,51-200,Email,EML_Reactivation,14
A02498,2024-05-15,Canada,Education,201+,Paid Search,PS_NonBrand,14
A01664,2024-05-15,Australia,Technology,51-200,Paid Search,PS_NonBrand,14
A01763,2024-05-15,Canada,Professional Services,6-20,Paid Search,PS_Brand,14
A10183,2024-05-16,Australia,Healthcare,201+,Partner,PART_Community,14
A08335,2024-05-16,United States,Professional Services,21-50,Organic Search,ORG_SEO,14
A01616,2024-05-16,United States,Professional Services,201+,Organic Search,ORG_SEO,14
A03661,2024-05-16,United States,Home Services,51-200,Email,EML_Reactivation,14
A07467,2024-05-16,Australia,Technology,6-20,Paid Search,PS_Brand,14
A08198,2024-05-16,United States,Technology,21-50,Organic Search,ORG_SEO,14
A11655,2024-05-16,Australia,Professional Services,21-50,Referral,REF_Customer,14
A08804,2024-05-16,United States,Retail,6-20,Partner,PART_Community,14
A10552,2024-05-17,United Kingdom,Healthcare,6-20,Referral,REF_Customer,14
A01235,2024-05-17,Australia,Home Services,1-5,Partner,PART_Consultants,14
A07939,2024-05-17,United Kingdom,Home Services,201+,Paid Search,PS_Competitor,14
A10845,2024-05-17,United Kingdom,Retail,21-50,Referral,REF_Customer,14
A10025,2024-05-17,United Kingdom,Education,1-5,Referral,REF_Customer,14
A01980,2024-05-17,Canada,Professional Services,51-200,Direct,DIR_None,14
A08861,2024-05-17,Canada,Education,51-200,Paid Search,PS_Competitor,14
A06859,2024-05-17,Canada,Healthcare,6-20,Paid Search,PS_NonBrand,14
A04648,2024-05-17,United States,Technology,6-20,Paid Search,PS_Competitor,14
A08326,2024-05-17,United Kingdom,Retail,201+,Direct,DIR_None,14
A02520,2024-05-17,Canada,Technology,6-20,Referral,REF_Customer,14
A07221,2024-05-17,United States,Healthcare,6-20,Paid Search,PS_NonBrand,14
A02094,2024-05-17,United States,Healthcare,1-5,Referral,REF_Customer,14
A01231,2024-05-17,United States,Education,51-200,Paid Social,SOC_Prospecting,14
A01301,2024-05-17,Canada,Technology,6-20,Referral,REF_Customer,14
A01367,2024-05-17,United States,Technology,51-200,Paid Search,PS_Brand,14
A07937,2024-05-17,Canada,Retail,21-50,Paid Social,SOC_Retargeting,14
A05128,2024-05-17,United States,Education,51-200,Referral,REF_Customer,14
A08158,2024-05-17,United Kingdom,Home Services,1-5,Partner,PART_Consultants,14
A09787,2024-05-17,United States,Healthcare,6-20,Organic Search,ORG_SEO,14
A10763,2024-05-17,United States,Healthcare,1-5,Direct,DIR_None,14
A07849,2024-05-17,Australia,Healthcare,51-200,Referral,REF_Customer,14
A00071,2024-05-17,Canada,Healthcare,6-20,Referral,REF_Customer,14
A07655,2024-05-17,United Kingdom,Technology,51-200,Paid Social,SOC_Retargeting,14
A04769,2024-05-17,United Kingdom,Home Services,21-50,Paid Social,SOC_Prospecting,14
A00791,2024-05-18,Canada,Healthcare,21-50,Referral,REF_Customer,14
A07393,2024-05-18,United States,Retail,6-20,Paid Social,SOC_Video,14
A04927,2024-05-18,Canada,Professional Services,6-20,Email,EML_Nurture,14
A04621,2024-05-18,United States,Retail,51-200,Referral,REF_Customer,14
A11676,2024-05-18,United States,Home Services,1-5,Referral,REF_Customer,14
A01738,2024-05-18,United States,Education,6-20,Paid Search,PS_Brand,14
A09071,2024-05-18,United States,Healthcare,1-5,Direct,DIR_None,14
A03059,2024-05-18,United States,Professional Services,21-50,Direct,DIR_None,14
A06222,2024-05-18,Australia,Healthcare,21-50,Partner,PART_Community,14
A02278,2024-05-18,Canada,Professional Services,6-20,Organic Search,ORG_SEO,14
A01793,2024-05-18,Canada,Retail,6-20,Paid Search,PS_Competitor,14
A01509,2024-05-18,United Kingdom,Professional Services,21-50,Paid Search,PS_NonBrand,14
A04288,2024-05-18,Canada,Technology,6-20,Paid Social,SOC_Prospecting,14
A11057,2024-05-18,Canada,Technology,21-50,Paid Social,SOC_Retargeting,14
A09789,2024-05-18,United States,Retail,6-20,Direct,DIR_None,14
A05379,2024-05-18,Canada,Professional Services,51-200,Partner,PART_Community,14
A01835,2024-05-19,Canada,Professional Services,21-50,Partner,PART_Consultants,14
A04608,2024-05-19,Canada,Technology,21-50,Paid Search,PS_Brand,14
A04910,2024-05-19,United Kingdom,Education,1-5,Partner,PART_Consultants,14
A11870,2024-05-19,Canada,Professional Services,6-20,Paid Social,SOC_Prospecting,14
A02876,2024-05-19,United Kingdom,Professional Services,21-50,Referral,REF_Customer,14
A08937,2024-05-19,United States,Retail,1-5,Organic Search,ORG_SEO,14
A02785,2024-05-19,United States,Education,6-20,Organic Search,ORG_SEO,14
A09376,2024-05-19,United States,Healthcare,21-50,Referral,REF_Customer,14
A06861,2024-05-19,United Kingdom,Professional Services,1-5,Referral,REF_Customer,14
A00482,2024-05-19,United States,Retail,6-20,Referral,REF_Customer,14
A11340,2024-05-19,Canada,Professional Services,1-5,Direct,DIR_None,14
A05154,2024-05-19,Canada,Retail,1-5,Paid Search,PS_NonBrand,14
A11588,2024-05-19,United States,Professional Services,21-50,Paid Social,SOC_Video,14
A03921,2024-05-19,United Kingdom,Education,1-5,Organic Search,ORG_SEO,14
A03638,2024-05-19,United States,Professional Services,1-5,Paid Search,PS_NonBrand,14
A07072,2024-05-19,United States,Healthcare,21-50,Email,EML_Nurture,14
A04225,2024-05-20,Canada,Technology,1-5,Paid Social,SOC_Video,14
A04095,2024-05-20,United Kingdom,Home Services,6-20,Email,EML_Reactivation,14
A10325,2024-05-20,United Kingdom,Technology,6-20,Referral,REF_Customer,14
A07888,2024-05-20,Canada,Professional Services,6-20,Referral,REF_Customer,14
A05381,2024-05-20,United States,Home Services,6-20,Direct,DIR_None,14
A11578,2024-05-20,Canada,Technology,1-5,Organic Search,ORG_SEO,14
A01097,2024-05-20,Canada,Professional Services,6-20,Organic Search,ORG_SEO,14
A10190,2024-05-20,United States,Professional Services,21-50,Referral,REF_Customer,14
A10366,2024-05-20,Canada,Retail,51-200,Paid Search,PS_Brand,14
A08918,2024-05-20,United States,Professional Services,1-5,Organic Search,ORG_SEO,14
A08303,2024-05-20,Canada,Home Services,1-5,Paid Social,SOC_Video,14
A05001,2024-05-20,Canada,Education,21-50,Paid Social,SOC_Retargeting,14
A05848,2024-05-20,Australia,Home Services,1-5,Organic Search,ORG_SEO,14
A01179,2024-05-20,Australia,Professional Services,1-5,Paid Search,PS_Competitor,14
A10961,2024-05-20,United States,Education,1-5,Paid Social,SOC_Retargeting,14
A01437,2024-05-20,United States,Professional Services,1-5,Paid Search,PS_Competitor,14
A03604,2024-05-21,Canada,Healthcare,6-20,Organic Search,ORG_SEO,14
A10978,2024-05-21,United States,Retail,1-5,Paid Search,PS_Brand,14
A10069,2024-05-21,Australia,Healthcare,6-20,Organic Search,ORG_SEO,14
A09700,2024-05-21,United States,Professional Services,6-20,Paid Social,SOC_Video,14
A06524,2024-05-21,United States,Home Services,201+,Organic Search,ORG_SEO,14
A01722,2024-05-21,United Kingdom,Education,51-200,Paid Search,PS_Brand,14
A04640,2024-05-21,United Kingdom,Education,1-5,Paid Search,PS_Brand,14
A11189,2024-05-21,United States,Home Services,1-5,Paid Social,SOC_Video,14
A06039,2024-05-21,United States,Professional Services,6-20,Direct,DIR_None,14
A05133,2024-05-21,Australia,Home Services,6-20,Email,EML_Nurture,14
A04897,2024-05-21,United Kingdom,Technology,6-20,Partner,PART_Consultants,14
A01197,2024-05-21,Canada,Professional Services,1-5,Direct,DIR_None,14
A10175,2024-05-21,United Kingdom,Healthcare,51-200,Organic Search,ORG_SEO,14
A01976,2024-05-21,Australia,Home Services,6-20,Direct,DIR_None,14
A03856,2024-05-21,Canada,Healthcare,6-20,Direct,DIR_None,14
A03987,2024-05-21,Canada,Healthcare,21-50,Partner,PART_Community,14
A02828,2024-05-21,United States,Healthcare,51-200,Organic Search,ORG_SEO,14
A06272,2024-05-22,Canada,Retail,51-200,Email,EML_Reactivation,14
A04877,2024-05-22,United States,Retail,6-20,Referral,REF_Customer,14
A01811,2024-05-22,Australia,Healthcare,1-5,Organic Search,ORG_SEO,14
A07554,2024-05-22,United Kingdom,Healthcare,51-200,Organic Search,ORG_SEO,14
A05976,2024-05-22,Canada,Technology,1-5,Direct,DIR_None,14
A02465,2024-05-22,United Kingdom,Healthcare,21-50,Partner,PART_Consultants,14
A11316,2024-05-22,United Kingdom,Healthcare,1-5,Paid Social,SOC_Prospecting,14
A08607,2024-05-22,United States,Technology,1-5,Paid Social,SOC_Video,14
A03791,2024-05-22,United States,Professional Services,201+,Referral,REF_Customer,14
A06608,2024-05-22,United Kingdom,Healthcare,21-50,Referral,REF_Customer,14
A07652,2024-05-22,Australia,Retail,51-200,Paid Search,PS_Competitor,14
A07232,2024-05-22,United Kingdom,Home Services,51-200,Partner,PART_Consultants,14
A04021,2024-05-22,United States,Professional Services,21-50,Organic Search,ORG_SEO,14
A07052,2024-05-22,Canada,Healthcare,21-50,Organic Search,ORG_SEO,14
A11065,2024-05-22,United States,Professional Services,21-50,Organic Search,ORG_SEO,14
A02831,2024-05-22,United States,Home Services,6-20,Paid Social,SOC_Prospecting,14
A08164,2024-05-22,Canada,Healthcare,6-20,Partner,PART_Consultants,14
A10986,2024-05-22,United States,Retail,21-50,Direct,DIR_None,14
A03081,2024-05-22,Canada,Professional Services,1-5,Paid Search,PS_NonBrand,14
A02886,2024-05-22,United Kingdom,Home Services,51-200,Referral,REF_Customer,14
A06847,2024-05-22,United Kingdom,Home Services,1-5,Direct,DIR_None,14
A06685,2024-05-23,Canada,Professional Services,6-20,Direct,DIR_None,14
A10665,2024-05-23,Canada,Technology,6-20,Organic Search,ORG_SEO,14
A11770,2024-05-23,Canada,Home Services,6-20,Email,EML_Reactivation,14
A07784,2024-05-23,United Kingdom,Technology,6-20,Paid Search,PS_Brand,14
A11857,2024-05-23,United States,Healthcare,21-50,Paid Social,SOC_Retargeting,14
A01857,2024-05-23,United States,Home Services,6-20,Direct,DIR_None,14
A09784,2024-05-23,Canada,Professional Services,21-50,Partner,PART_Community,14
A02942,2024-05-23,Canada,Healthcare,1-5,Direct,DIR_None,14
A07439,2024-05-23,Canada,Healthcare,21-50,Organic Search,ORG_SEO,14
A05775,2024-05-23,United Kingdom,Technology,1-5,Direct,DIR_None,14
A09094,2024-05-23,Canada,Technology,51-200,Partner,PART_Community,14
A03330,2024-05-23,United States,Home Services,6-20,Paid Search,PS_NonBrand,14
A05882,2024-05-23,Canada,Technology,1-5,Paid Search,PS_NonBrand,14
A09095,2024-05-23,United States,Home Services,1-5,Paid Social,SOC_Prospecting,14
A04982,2024-05-23,United States,Retail,21-50,Organic Search,ORG_SEO,14
A05076,2024-05-23,Canada,Healthcare,6-20,Paid Social,SOC_Video,14
A10270,2024-05-23,Canada,Professional Services,51-200,Paid Search,PS_Brand,14
A11457,2024-05-23,United States,Professional Services,6-20,Paid Social,SOC_Prospecting,14
A01941,2024-05-23,United Kingdom,Healthcare,6-20,Partner,PART_Consultants,14
A04996,2024-05-23,Canada,Education,6-20,Organic Search,ORG_SEO,14
A08731,2024-05-23,United States,Healthcare,51-200,Partner,PART_Community,14
A07805,2024-05-23,Canada,Retail,6-20,Organic Search,ORG_SEO,14
A11128,2024-05-23,Canada,Professional Services,1-5,Paid Search,PS_Brand,14
A04383,2024-05-24,United States,Professional Services,6-20,Direct,DIR_None,14
A01657,2024-05-24,United States,Retail,1-5,Email,EML_Reactivation,14
A09583,2024-05-24,United Kingdom,Technology,6-20,Email,EML_Nurture,14
A10122,2024-05-24,United States,Education,1-5,Direct,DIR_None,14
A06461,2024-05-24,United Kingdom,Professional Services,21-50,Paid Search,PS_Competitor,14
A10323,2024-05-24,Australia,Retail,1-5,Partner,PART_Community,14
A01576,2024-05-24,United Kingdom,Home Services,1-5,Direct,DIR_None,14
A02751,2024-05-24,United States,Professional Services,21-50,Organic Search,ORG_SEO,14
A07390,2024-05-24,Australia,Professional Services,6-20,Paid Search,PS_Competitor,14
A09885,2024-05-24,United Kingdom,Home Services,6-20,Paid Search,PS_Competitor,14
A10694,2024-05-24,Australia,Technology,1-5,Organic Search,ORG_SEO,14
A09832,2024-05-24,Canada,Education,1-5,Email,EML_Nurture,14
A01925,2024-05-24,Australia,Professional Services,6-20,Referral,REF_Customer,14
A09627,2024-05-24,United Kingdom,Home Services,6-20,Paid Search,PS_Competitor,14
A06054,2024-05-24,United Kingdom,Technology,21-50,Organic Search,ORG_SEO,14
A04891,2024-05-24,United States,Healthcare,6-20,Organic Search,ORG_SEO,14
A03544,2024-05-24,United Kingdom,Home Services,6-20,Paid Social,SOC_Retargeting,14
A09805,2024-05-24,United States,Retail,1-5,Organic Search,ORG_SEO,14
A07694,2024-05-24,United States,Healthcare,1-5,Paid Social,SOC_Video,14
A03610,2024-05-25,United States,Professional Services,1-5,Paid Social,SOC_Retargeting,14
A09470,2024-05-25,United Kingdom,Home Services,21-50,Organic Search,ORG_SEO,14
A03784,2024-05-25,United Kingdom,Professional Services,6-20,Organic Search,ORG_SEO,14
A06875,2024-05-25,Canada,Retail,21-50,Organic Search,ORG_SEO,14
A06234,2024-05-25,Australia,Technology,6-20,Partner,PART_Consultants,14
A02518,2024-05-25,Canada,Professional Services,1-5,Organic Search,ORG_SEO,14
A05051,2024-05-25,United States,Education,1-5,Paid Social,SOC_Prospecting,14
A06445,2024-05-25,Canada,Home Services,51-200,Direct,DIR_None,14
A04742,2024-05-25,Australia,Technology,1-5,Referral,REF_Customer,14
A09901,2024-05-25,United States,Healthcare,1-5,Organic Search,ORG_SEO,14
A10082,2024-05-25,United States,Retail,51-200,Organic Search,ORG_SEO,14
A06068,2024-05-25,Canada,Professional Services,51-200,Paid Social,SOC_Video,14
A00488,2024-05-25,Canada,Technology,6-20,Paid Social,SOC_Prospecting,14
A05409,2024-05-25,United Kingdom,Technology,6-20,Email,EML_Reactivation,14
A02716,2024-05-25,United States,Retail,1-5,Organic Search,ORG_SEO,14
A11775,2024-05-25,Canada,Home Services,1-5,Organic Search,ORG_SEO,14
A11972,2024-05-25,Canada,Professional Services,51-200,Paid Search,PS_NonBrand,14
A02660,2024-05-25,Canada,Technology,51-200,Paid Search,PS_Competitor,14
A01457,2024-05-25,Australia,Home Services,21-50,Organic Search,ORG_SEO,14
A05139,2024-05-26,United States,Technology,1-5,Paid Social,SOC_Prospecting,14
A05616,2024-05-26,United States,Retail,21-50,Referral,REF_Customer,14
A04955,2024-05-26,Canada,Technology,1-5,Referral,REF_Customer,14
A08073,2024-05-26,United Kingdom,Technology,201+,Paid Search,PS_Brand,14
A01484,2024-05-26,United States,Retail,1-5,Organic Search,ORG_SEO,14
A00016,2024-05-26,Australia,Retail,201+,Organic Search,ORG_SEO,14
A05646,2024-05-26,United Kingdom,Education,201+,Organic Search,ORG_SEO,14
A11181,2024-05-26,Canada,Retail,1-5,Referral,REF_Customer,14
A11079,2024-05-26,Australia,Healthcare,1-5,Paid Social,SOC_Prospecting,14
A09311,2024-05-26,United States,Professional Services,6-20,Direct,DIR_None,14
A03266,2024-05-26,Canada,Education,6-20,Organic Search,ORG_SEO,14
A00039,2024-05-26,Australia,Technology,51-200,Partner,PART_Consultants,14
A04951,2024-05-26,United States,Healthcare,21-50,Direct,DIR_None,14
A07077,2024-05-26,United States,Professional Services,6-20,Paid Social,SOC_Prospecting,14
A01668,2024-05-26,Canada,Retail,21-50,Email,EML_Nurture,14
A11310,2024-05-26,United States,Education,21-50,Paid Social,SOC_Retargeting,14
A10597,2024-05-26,United States,Healthcare,21-50,Organic Search,ORG_SEO,14
A01891,2024-05-26,Canada,Professional Services,51-200,Direct,DIR_None,14
A09143,2024-05-26,United States,Education,6-20,Direct,DIR_None,14
A09942,2024-05-27,Canada,Professional Services,6-20,Paid Social,SOC_Video,14
A11257,2024-05-27,United States,Professional Services,6-20,Paid Search,PS_Brand,14
A04424,2024-05-27,United States,Professional Services,6-20,Paid Social,SOC_Retargeting,14
A02623,2024-05-27,Australia,Professional Services,51-200,Email,EML_Reactivation,14
A07938,2024-05-27,Canada,Technology,21-50,Organic Search,ORG_SEO,14
A07032,2024-05-27,Canada,Healthcare,51-200,Partner,PART_Community,14
A03537,2024-05-27,Canada,Education,1-5,Paid Social,SOC_Retargeting,14
A11290,2024-05-27,United States,Professional Services,1-5,Organic Search,ORG_SEO,14
A00756,2024-05-27,Australia,Professional Services,1-5,Partner,PART_Consultants,14
A10809,2024-05-27,United States,Education,6-20,Paid Search,PS_Brand,14
A01468,2024-05-27,Canada,Retail,21-50,Partner,PART_Consultants,14
A11633,2024-05-27,United Kingdom,Healthcare,1-5,Email,EML_Nurture,14
A08786,2024-05-28,United States,Home Services,21-50,Paid Social,SOC_Prospecting,14
A01851,2024-05-28,United Kingdom,Education,1-5,Paid Social,SOC_Prospecting,14
A01742,2024-05-28,United States,Healthcare,1-5,Paid Social,SOC_Retargeting,14
A03034,2024-05-28,Australia,Retail,201+,Organic Search,ORG_SEO,14
A08536,2024-05-28,Canada,Professional Services,21-50,Paid Social,SOC_Retargeting,14
A10886,2024-05-28,United States,Professional Services,21-50,Paid Social,SOC_Video,14
A02708,2024-05-28,Australia,Retail,6-20,Paid Search,PS_NonBrand,14
A10437,2024-05-28,Canada,Professional Services,1-5,Paid Search,PS_Competitor,14
A06560,2024-05-28,United States,Home Services,1-5,Partner,PART_Community,14
A11063,2024-05-28,United States,Technology,1-5,Direct,DIR_None,14
A05047,2024-05-28,United States,Healthcare,6-20,Organic Search,ORG_SEO,14
A00206,2024-05-28,Canada,Professional Services,201+,Referral,REF_Customer,14
A09159,2024-05-28,Canada,Healthcare,1-5,Email,EML_Reactivation,14
A11613,2024-05-28,Canada,Professional Services,6-20,Direct,DIR_None,14
A08231,2024-05-28,United Kingdom,Home Services,1-5,Organic Search,ORG_SEO,14
A07119,2024-05-28,United States,Healthcare,6-20,Referral,REF_Customer,14
A07526,2024-05-28,United States,Healthcare,6-20,Partner,PART_Consultants,14
A11519,2024-05-28,Canada,Home Services,201+,Paid Social,SOC_Prospecting,14
A06321,2024-05-28,United States,Professional Services,6-20,Direct,DIR_None,14
A00163,2024-05-28,United States,Home Services,1-5,Organic Search,ORG_SEO,14
A11153,2024-05-28,United States,Healthcare,51-200,Paid Search,PS_Brand,14
A08476,2024-05-29,United Kingdom,Home Services,51-200,Partner,PART_Consultants,14
A10100,2024-05-29,Canada,Retail,1-5,Organic Search,ORG_SEO,14
A02847,2024-05-29,Canada,Home Services,1-5,Organic Search,ORG_SEO,14
A08163,2024-05-29,United States,Retail,6-20,Paid Search,PS_NonBrand,14
A10650,2024-05-29,Canada,Professional Services,1-5,Organic Search,ORG_SEO,14
A07044,2024-05-29,United Kingdom,Education,21-50,Paid Social,SOC_Prospecting,14
A02608,2024-05-29,Canada,Professional Services,21-50,Paid Social,SOC_Prospecting,14
A09633,2024-05-29,Canada,Technology,6-20,Partner,PART_Consultants,14
A00828,2024-05-29,Canada,Professional Services,1-5,Organic Search,ORG_SEO,14
A03416,2024-05-29,United Kingdom,Professional Services,51-200,Organic Search,ORG_SEO,14
A00313,2024-05-29,United States,Home Services,6-20,Organic Search,ORG_SEO,14
A07999,2024-05-29,United States,Home Services,1-5,Referral,REF_Customer,14
A00556,2024-05-30,United Kingdom,Professional Services,51-200,Paid Search,PS_Brand,14
A08428,2024-05-30,United Kingdom,Professional Services,1-5,Direct,DIR_None,14
A08062,2024-05-30,United States,Education,1-5,Organic Search,ORG_SEO,14
A06857,2024-05-30,United States,Professional Services,6-20,Paid Social,SOC_Video,14
A07138,2024-05-30,Canada,Retail,201+,Direct,DIR_None,14
A02515,2024-05-30,United States,Retail,51-200,Paid Social,SOC_Retargeting,14
A00243,2024-05-30,Canada,Professional Services,1-5,Paid Social,SOC_Retargeting,14
A06701,2024-05-30,United States,Retail,6-20,Paid Social,SOC_Prospecting,14
A11489,2024-05-30,Canada,Education,1-5,Paid Social,SOC_Retargeting,14
A00074,2024-05-30,United States,Education,21-50,Organic Search,ORG_SEO,14
A10877,2024-05-30,United States,Professional Services,6-20,Organic Search,ORG_SEO,14
A11982,2024-05-30,United States,Home Services,6-20,Referral,REF_Customer,14
A05011,2024-05-31,United Kingdom,Home Services,21-50,Organic Search,ORG_SEO,14
A09614,2024-05-31,United States,Technology,201+,Organic Search,ORG_SEO,14
A02482,2024-05-31,United States,Education,6-20,Referral,REF_Customer,14
A03020,2024-05-31,Canada,Technology,21-50,Paid Search,PS_NonBrand,14
A04344,2024-05-31,United States,Technology,21-50,Organic Search,ORG_SEO,14
A10243,2024-05-31,United Kingdom,Retail,6-20,Organic Search,ORG_SEO,14
A00693,2024-05-31,Australia,Retail,1-5,Email,EML_Reactivation,14
A02353,2024-05-31,Canada,Home Services,1-5,Paid Social,SOC_Prospecting,14
A10371,2024-05-31,United States,Retail,6-20,Organic Search,ORG_SEO,14
A01605,2024-05-31,United States,Technology,6-20,Organic Search,ORG_SEO,14
A04591,2024-05-31,Canada,Home Services,6-20,Direct,DIR_None,14
A04470,2024-05-31,United Kingdom,Home Services,1-5,Paid Search,PS_NonBrand,14
A07099,2024-05-31,Canada,Home Services,1-5,Organic Search,ORG_SEO,14
A04529,2024-05-31,Canada,Home Services,1-5,Organic Search,ORG_SEO,14
A00644,2024-05-31,Canada,Education,6-20,Paid Search,PS_Brand,14
A03984,2024-05-31,United States,Technology,51-200,Organic Search,ORG_SEO,14
A08910,2024-05-31,United States,Home Services,201+,Referral,REF_Customer,14
A04438,2024-06-01,United States,Home Services,1-5,Direct,DIR_None,14
A05230,2024-06-01,United States,Professional Services,21-50,Partner,PART_Consultants,14
A04956,2024-06-01,Canada,Professional Services,1-5,Organic Search,ORG_SEO,14
A04817,2024-06-01,Australia,Professional Services,1-5,Direct,DIR_None,14
A09791,2024-06-01,United Kingdom,Retail,1-5,Paid Social,SOC_Video,14
A01441,2024-06-01,Canada,Technology,1-5,Partner,PART_Community,14
A10471,2024-06-01,United States,Home Services,6-20,Organic Search,ORG_SEO,14
A03849,2024-06-01,United States,Professional Services,51-200,Email,EML_Nurture,14
A04734,2024-06-01,United States,Education,6-20,Paid Social,SOC_Prospecting,14
A02417,2024-06-01,United States,Professional Services,6-20,Direct,DIR_None,14
A01555,2024-06-01,Canada,Technology,6-20,Email,EML_Reactivation,14
A09466,2024-06-01,United States,Education,21-50,Organic Search,ORG_SEO,14
A00255,2024-06-01,Canada,Education,6-20,Organic Search,ORG_SEO,14
A04965,2024-06-01,Canada,Retail,21-50,Paid Social,SOC_Retargeting,14
A11592,2024-06-01,United Kingdom,Education,1-5,Referral,REF_Customer,14
A07714,2024-06-01,United States,Home Services,1-5,Paid Search,PS_Brand,14
A10327,2024-06-01,United States,Professional Services,21-50,Direct,DIR_None,14
A04429,2024-06-01,Canada,Retail,21-50,Organic Search,ORG_SEO,14
A00283,2024-06-01,Canada,Professional Services,21-50,Email,EML_Nurture,14
A09538,2024-06-01,Canada,Professional Services,6-20,Paid Search,PS_Brand,14
A11247,2024-06-01,Australia,Technology,1-5,Partner,PART_Community,14
A05493,2024-06-02,Canada,Home Services,21-50,Partner,PART_Community,14
A08756,2024-06-02,United Kingdom,Home Services,51-200,Paid Search,PS_NonBrand,14
A01814,2024-06-02,United States,Technology,21-50,Referral,REF_Customer,14
A02382,2024-06-02,Canada,Technology,1-5,Paid Social,SOC_Prospecting,14
A04478,2024-06-02,United States,Technology,1-5,Paid Social,SOC_Video,14
A03995,2024-06-02,United Kingdom,Professional Services,51-200,Paid Social,SOC_Retargeting,14
A04953,2024-06-02,Canada,Healthcare,6-20,Email,EML_Nurture,14
A08215,2024-06-02,United Kingdom,Professional Services,21-50,Partner,PART_Consultants,14
A11092,2024-06-02,Canada,Education,6-20,Paid Search,PS_Competitor,14
A10627,2024-06-02,Canada,Education,51-200,Paid Search,PS_Competitor,14
A00654,2024-06-02,United States,Healthcare,6-20,Referral,REF_Customer,14
A09881,2024-06-02,Canada,Retail,6-20,Partner,PART_Community,14
A05385,2024-06-02,Canada,Home Services,6-20,Organic Search,ORG_SEO,14
A04868,2024-06-02,Canada,Home Services,6-20,Paid Social,SOC_Video,14
A08780,2024-06-02,Australia,Retail,51-200,Partner,PART_Consultants,14
A11818,2024-06-02,Canada,Professional Services,201+,Paid Search,PS_Brand,14
A11438,2024-06-03,United Kingdom,Professional Services,1-5,Paid Search,PS_Brand,14
A01686,2024-06-03,United States,Professional Services,6-20,Organic Search,ORG_SEO,14
A09147,2024-06-03,Australia,Technology,6-20,Organic Search,ORG_SEO,14
A00427,2024-06-03,Canada,Retail,1-5,Referral,REF_Customer,14
A05759,2024-06-03,United Kingdom,Technology,51-200,Paid Search,PS_NonBrand,14
A07790,2024-06-03,Canada,Professional Services,1-5,Paid Social,SOC_Retargeting,14
A11855,2024-06-03,United States,Professional Services,6-20,Organic Search,ORG_SEO,14
A02687,2024-06-03,United States,Healthcare,6-20,Paid Search,PS_NonBrand,14
A09389,2024-06-03,Canada,Retail,6-20,Direct,DIR_None,14
A11620,2024-06-03,United States,Education,6-20,Partner,PART_Community,14
A07274,2024-06-03,Canada,Home Services,1-5,Paid Search,PS_Competitor,14
A02100,2024-06-03,United States,Healthcare,1-5,Paid Social,SOC_Prospecting,14
A08897,2024-06-03,United States,Home Services,1-5,Paid Social,SOC_Prospecting,14
A08906,2024-06-03,Canada,Home Services,6-20,Organic Search,ORG_SEO,14
A09727,2024-06-04,Canada,Education,51-200,Direct,DIR_None,14
A01542,2024-06-04,United States,Home Services,21-50,Email,EML_Nurture,14
A08016,2024-06-04,United States,Education,21-50,Paid Search,PS_NonBrand,14
A07451,2024-06-04,United States,Professional Services,6-20,Direct,DIR_None,14
A00416,2024-06-04,United Kingdom,Technology,6-20,Email,EML_Reactivation,14
A02120,2024-06-04,Canada,Education,6-20,Paid Search,PS_Competitor,14
A07734,2024-06-04,United Kingdom,Professional Services,6-20,Email,EML_Reactivation,14
