touch_id,account_id,touch_date,channel,campaign_id,touch_position,touch_count
T0001260,A00637,2025-02-07,Organic Search,ORG_SEO,1,4
T0001261,A00637,2025-02-10,Paid Social,SOC_Retargeting,2,4
T0001262,A00637,2025-02-20,Paid Search,PS_Brand,3,4
T0001263,A00637,2025-02-26,Organic Search,ORG_SEO,4,4
T0001264,A00638,2025-03-05,Paid Search,PS_Brand,1,2
T0001265,A00638,2025-03-27,Partner,PART_Community,2,2
T0001266,A00639,2025-04-24,Paid Social,SOC_Retargeting,1,3
T0001267,A00639,2025-04-08,Referral,REF_Customer,2,3
T0001268,A00639,2025-05-04,Paid Social,SOC_Video,3,3
T0001269,A00640,2025-07-06,Organic Search,ORG_SEO,1,3
T0001270,A00640,2025-07-07,Partner,PART_Consultants,2,3
T0001271,A00640,2025-07-09,Paid Social,SOC_Video,3,3
T0001272,A00641,2025-04-10,Email,EML_Reactivation,1,3
T0001273,A00641,2025-03-22,Paid Search,PS_NonBrand,2,3
T0001274,A00641,2025-04-14,Paid Social,SOC_Retargeting,3,3
T0001275,A00642,2025-05-09,Organic Search,ORG_SEO,1,2
T0001276,A00642,2025-05-24,Paid Social,SOC_Retargeting,2,2
T0001277,A00643,2024-01-07,Paid Social,SOC_Retargeting,1,2
T0001278,A00643,2024-01-25,Paid Search,PS_NonBrand,2,2
T0001279,A00644,2024-05-15,Organic Search,ORG_SEO,1,2
T0001280,A00644,2024-05-30,Paid Search,PS_Competitor,2,2
T0001281,A00645,2024-12-27,Email,EML_Nurture,1,2
T0001282,A00645,2025-01-25,Paid Search,PS_NonBrand,2,2
T0001283,A00646,2025-07-04,Direct,DIR_None,1,1
T0001284,A00647,2024-01-01,Organic Search,ORG_SEO,1,1
T0001285,A00648,2024-10-29,Referral,REF_Customer,1,2
T0001286,A00648,2024-11-20,Paid Search,PS_Brand,2,2
T0001287,A00649,2025-02-11,Direct,DIR_None,1,2
T0001288,A00649,2025-03-01,Organic Search,ORG_SEO,2,2
T0001289,A00650,2023-12-29,Email,EML_Reactivation,1,2
T0001290,A00650,2024-01-13,Paid Social,SOC_Retargeting,2,2
T0001291,A00651,2024-08-22,Paid Social,SOC_Retargeting,1,2
T0001292,A00651,2024-09-17,Organic Search,ORG_SEO,2,2
T0001293,A00652,2025-07-28,Email,EML_Nurture,1,2
T0001294,A00652,2025-07-30,Partner,PART_Community,2,2
T0001295,A00653,2025-02-13,Paid Social,SOC_Retargeting,1,2
T0001296,A00653,2025-02-25,Organic Search,ORG_SEO,2,2
T0001297,A00654,2024-05-04,Direct,DIR_None,1,2
T0001298,A00654,2024-06-01,Referral,REF_Customer,2,2
T0001299,A00655,2025-06-04,Direct,DIR_None,1,4
T0001300,A00655,2025-06-17,Organic Search,ORG_SEO,2,4
T0001301,A00655,2025-06-05,Partner,PART_Consultants,3,4
T0001302,A00655,2025-06-29,Paid Search,PS_Competitor,4,4
T0001303,A00656,2024-08-15,Paid Social,SOC_Retargeting,1,1
T0001304,A00657,2025-07-01,Organic Search,ORG_SEO,1,1
T0001305,A00658,2024-06-27,Email,EML_Nurture,1,2
T0001306,A00658,2024-07-13,Partner,PART_Community,2,2
T0001307,A00659,2024-12-19,Referral,REF_Customer,1,2
T0001308,A00659,2025-01-06,Email,EML_Nurture,2,2
T0001309,A00660,2024-08-23,Direct,DIR_None,1,3
T0001310,A00660,2024-09-10,Partner,PART_Community,2,3
T0001311,A00660,2024-09-15,Paid Search,PS_Competitor,3,3
T0001312,A00661,2024-06-28,Email,EML_Nurture,1,1
T0001313,A00662,2025-07-22,Paid Search,PS_Competitor,1,1
T0001314,A00663,2024-04-27,Paid Social,SOC_Retargeting,1,1
T0001315,A00664,2024-02-02,Direct,DIR_None,1,4
T0001316,A00664,2024-02-13,Paid Search,PS_Competitor,2,4
T0001317,A00664,2024-02-14,Organic Search,ORG_SEO,3,4
T0001318,A00664,2024-02-17,Referral,REF_Customer,4,4
T0001319,A00665,2024-07-18,Paid Search,PS_Brand,1,3
T0001320,A00665,2024-07-19,Organic Search,ORG_SEO,2,3
T0001321,A00665,2024-08-12,Organic Search,ORG_SEO,3,3
T0001322,A00666,2025-03-28,Paid Social,SOC_Retargeting,1,1
T0001323,A00667,2025-05-12,Email,EML_Nurture,1,4
T0001324,A00667,2025-05-16,Direct,DIR_None,2,4
T0001325,A00667,2025-05-18,Paid Search,PS_NonBrand,3,4
T0001326,A00667,2025-05-31,Organic Search,ORG_SEO,4,4
T0001327,A00668,2025-09-27,Referral,REF_Customer,1,1
T0001328,A00669,2024-07-06,Paid Search,PS_NonBrand,1,4
T0001329,A00669,2024-07-06,Paid Social,SOC_Retargeting,2,4
T0001330,A00669,2024-06-17,Paid Social,SOC_Retargeting,3,4
T0001331,A00669,2024-07-12,Paid Search,PS_Brand,4,4
T0001332,A00670,2024-09-16,Direct,DIR_None,1,2
T0001333,A00670,2024-09-18,Direct,DIR_None,2,2
T0001334,A00671,2024-03-25,Paid Search,PS_Brand,1,1
T0001335,A00672,2024-12-21,Paid Social,SOC_Prospecting,1,2
T0001336,A00672,2024-12-31,Email,EML_Reactivation,2,2
T0001337,A00673,2025-09-14,Direct,DIR_None,1,3
T0001338,A00673,2025-09-13,Paid Social,SOC_Video,2,3
T0001339,A00673,2025-09-28,Organic Search,ORG_SEO,3,3
T0001340,A00674,2025-03-16,Referral,REF_Customer,1,1
T0001341,A00675,2024-12-21,Email,EML_Reactivation,1,2
T0001342,A00675,2025-01-08,Paid Search,PS_NonBrand,2,2
T0001343,A00676,2024-09-12,Partner,PART_Community,1,3
T0001344,A00676,2024-08-20,Organic Search,ORG_SEO,2,3
T0001345,A00676,2024-09-10,Organic Search,ORG_SEO,3,3
T0001346,A00677,2025-07-23,Paid Search,PS_Brand,1,4
T0001347,A00677,2025-08-08,Direct,DIR_None,2,4
T0001348,A00677,2025-07-22,Paid Social,SOC_Prospecting,3,4
T0001349,A00677,2025-08-12,Organic Search,ORG_SEO,4,4
T0001350,A00678,2024-11-06,Email,EML_Reactivation,1,2
T0001351,A00678,2024-11-12,Referral,REF_Customer,2,2
T0001352,A00679,2024-02-23,Partner,PART_Consultants,1,2
T0001353,A00679,2024-03-22,Paid Search,PS_NonBrand,2,2
T0001354,A00680,2024-08-12,Email,EML_Reactivation,1,2
T0001355,A00680,2024-08-28,Paid Social,SOC_Video,2,2
T0001356,A00681,2024-01-29,Paid Social,SOC_Prospecting,1,3
T0001357,A00681,2024-01-24,Paid Search,PS_Competitor,2,3
T0001358,A00681,2024-02-03,Email,EML_Reactivation,3,3
T0001359,A00682,2024-05-06,Organic Search,ORG_SEO,1,2
T0001360,A00682,2024-05-06,Paid Search,PS_NonBrand,2,2
T0001361,A00683,2023-12-24,Referral,REF_Customer,1,3
T0001362,A00683,2023-12-22,Paid Social,SOC_Prospecting,2,3
T0001363,A00683,2024-01-08,Organic Search,ORG_SEO,3,3
T0001364,A00684,2024-10-14,Paid Search,PS_Brand,1,2
T0001365,A00684,2024-10-18,Organic Search,ORG_SEO,2,2
T0001366,A00685,2025-01-05,Email,EML_Reactivation,1,3
T0001367,A00685,2025-01-25,Referral,REF_Customer,2,3
T0001368,A00685,2025-02-01,Organic Search,ORG_SEO,3,3
T0001369,A00686,2024-08-13,Paid Social,SOC_Prospecting,1,1
T0001370,A00687,2024-09-25,Partner,PART_Community,1,1
T0001371,A00688,2025-09-06,Organic Search,ORG_SEO,1,2
T0001372,A00688,2025-09-06,Paid Search,PS_Brand,2,2
T0001373,A00689,2025-04-21,Organic Search,ORG_SEO,1,1
T0001374,A00690,2024-11-30,Paid Search,PS_Competitor,1,3
T0001375,A00690,2024-12-06,Email,EML_Reactivation,2,3
T0001376,A00690,2024-12-07,Referral,REF_Customer,3,3
T0001377,A00691,2024-07-01,Paid Search,PS_Competitor,1,1
T0001378,A00692,2025-07-07,Paid Social,SOC_Video,1,3
T0001379,A00692,2025-07-21,Referral,REF_Customer,2,3
T0001380,A00692,2025-07-31,Paid Social,SOC_Retargeting,3,3
T0001381,A00693,2024-05-27,Email,EML_Reactivation,1,3
T0001382,A00693,2024-05-24,Paid Social,SOC_Video,2,3
T0001383,A00693,2024-05-30,Email,EML_Nurture,3,3
T0001384,A00694,2024-07-31,Paid Search,PS_Competitor,1,1
T0001385,A00695,2025-08-02,Paid Social,SOC_Retargeting,1,2
T0001386,A00695,2025-08-09,Paid Social,SOC_Retargeting,2,2
T0001387,A00696,2024-11-23,Organic Search,ORG_SEO,1,2
T0001388,A00696,2024-11-27,Direct,DIR_None,2,2
T0001389,A00697,2025-03-19,Paid Social,SOC_Prospecting,1,3
T0001390,A00697,2025-04-01,Partner,PART_Community,2,3
T0001391,A00697,2025-04-13,Referral,REF_Customer,3,3
T0001392,A00698,2025-01-06,Partner,PART_Community,1,1
T0001393,A00699,2025-02-10,Organic Search,ORG_SEO,1,2
T0001394,A00699,2025-02-12,Partner,PART_Community,2,2
T0001395,A00700,2024-06-28,Paid Social,SOC_Video,1,3
T0001396,A00700,2024-06-20,Paid Search,PS_NonBrand,2,3
T0001397,A00700,2024-07-15,Paid Social,SOC_Prospecting,3,3
T0001398,A00701,2024-06-05,Paid Social,SOC_Retargeting,1,1
T0001399,A00702,2024-07-24,Paid Search,PS_Competitor,1,2
T0001400,A00702,2024-07-29,Referral,REF_Customer,2,2
T0001401,A00703,2024-04-05,Referral,REF_Customer,1,1
T0001402,A00704,2025-07-13,Referral,REF_Customer,1,1
T0001403,A00705,2024-07-02,Paid Search,PS_Competitor,1,1
T0001404,A00706,2024-12-08,Paid Social,SOC_Retargeting,1,4
T0001405,A00706,2024-12-22,Partner,PART_Community,2,4
T0001406,A00706,2024-12-19,Partner,PART_Consultants,3,4
T0001407,A00706,2024-12-22,Direct,DIR_None,4,4
T0001408,A00707,2025-05-17,Paid Search,PS_Competitor,1,1
T0001409,A00708,2025-05-05,Paid Search,PS_Brand,1,2
T0001410,A00708,2025-05-13,Organic Search,ORG_SEO,2,2
T0001411,A00709,2024-10-04,Paid Search,PS_NonBrand,1,2
T0001412,A00709,2024-10-07,Paid Search,PS_Brand,2,2
T0001413,A00710,2024-11-03,Paid Search,PS_NonBrand,1,1
T0001414,A00711,2025-09-25,Referral,REF_Customer,1,3
T0001415,A00711,2025-09-21,Direct,DIR_None,2,3
T0001416,A00711,2025-09-25,Referral,REF_Customer,3,3
T0001417,A00712,2025-02-18,Direct,DIR_None,1,3
T0001418,A00712,2025-02-28,Paid Social,SOC_Prospecting,2,3
T0001419,A00712,2025-02-27,Paid Search,PS_Competitor,3,3
T0001420,A00713,2025-05-27,Paid Social,SOC_Video,1,4
T0001421,A00713,2025-05-11,Organic Search,ORG_SEO,2,4
T0001422,A00713,2025-05-27,Paid Search,PS_NonBrand,3,4
T0001423,A00713,2025-06-05,Referral,REF_Customer,4,4
T0001424,A00714,2025-07-09,Referral,REF_Customer,1,4
T0001425,A00714,2025-07-20,Direct,DIR_None,2,4
T0001426,A00714,2025-07-31,Paid Social,SOC_Retargeting,3,4
T0001427,A00714,2025-08-04,Paid Social,SOC_Prospecting,4,4
T0001428,A00715,2025-05-11,Direct,DIR_None,1,2
T0001429,A00715,2025-05-15,Organic Search,ORG_SEO,2,2
T0001430,A00716,2024-04-27,Paid Search,PS_NonBrand,1,1
T0001431,A00717,2024-12-20,Paid Social,SOC_Video,1,1
T0001432,A00718,2024-02-27,Partner,PART_Consultants,1,1
T0001433,A00719,2025-02-05,Paid Social,SOC_Prospecting,1,2
T0001434,A00719,2025-02-12,Paid Search,PS_NonBrand,2,2
T0001435,A00720,2025-09-05,Paid Search,PS_Competitor,1,1
T0001436,A00721,2024-11-19,Organic Search,ORG_SEO,1,4
T0001437,A00721,2024-11-15,Organic Search,ORG_SEO,2,4
T0001438,A00721,2024-10-25,Direct,DIR_None,3,4
T0001439,A00721,2024-11-20,Paid Search,PS_NonBrand,4,4
T0001440,A00722,2024-09-30,Paid Social,SOC_Prospecting,1,3
T0001441,A00722,2024-09-29,Organic Search,ORG_SEO,2,3
T0001442,A00722,2024-10-03,Organic Search,ORG_SEO,3,3
T0001443,A00723,2023-12-28,Email,EML_Nurture,1,4
T0001444,A00723,2024-01-10,Email,EML_Reactivation,2,4
T0001445,A00723,2024-01-17,Paid Search,PS_NonBrand,3,4
T0001446,A00723,2024-01-18,Organic Search,ORG_SEO,4,4
T0001447,A00724,2025-09-09,Email,EML_Nurture,1,1
T0001448,A00725,2024-02-25,Direct,DIR_None,1,2
T0001449,A00725,2024-03-01,Organic Search,ORG_SEO,2,2
T0001450,A00726,2023-12-30,Paid Search,PS_NonBrand,1,3
T0001451,A00726,2023-12-24,Paid Search,PS_Competitor,2,3
T0001452,A00726,2024-01-22,Organic Search,ORG_SEO,3,3
T0001453,A00727,2024-05-21,Email,EML_Reactivation,1,2
T0001454,A00727,2024-06-08,Direct,DIR_None,2,2
T0001455,A00728,2024-01-15,Organic Search,ORG_SEO,1,3
T0001456,A00728,2024-02-01,Referral,REF_Customer,2,3
T0001457,A00728,2024-02-03,Referral,REF_Customer,3,3
T0001458,A00729,2024-10-19,Paid Social,SOC_Retargeting,1,1
T0001459,A00730,2024-11-21,Paid Search,PS_Competitor,1,3
T0001460,A00730,2024-10-28,Organic Search,ORG_SEO,2,3
T0001461,A00730,2024-11-22,Referral,REF_Customer,3,3
T0001462,A00731,2024-07-20,Paid Social,SOC_Retargeting,1,3
T0001463,A00731,2024-06-30,Paid Social,SOC_Video,2,3
T0001464,A00731,2024-07-22,Email,EML_Reactivation,3,3
T0001465,A00732,2024-01-26,Organic Search,ORG_SEO,1,1
T0001466,A00733,2024-02-14,Paid Social,SOC_Video,1,4
T0001467,A00733,2024-03-05,Paid Search,PS_Competitor,2,4
T0001468,A00733,2024-02-10,Referral,REF_Customer,3,4
T0001469,A00733,2024-03-07,Paid Search,PS_Competitor,4,4
T0001470,A00734,2024-09-02,Paid Search,PS_NonBrand,1,2
T0001471,A00734,2024-09-07,Direct,DIR_None,2,2
T0001472,A00735,2024-01-31,Partner,PART_Consultants,1,1
T0001473,A00736,2025-02-22,Organic Search,ORG_SEO,1,3
T0001474,A00736,2025-03-05,Direct,DIR_None,2,3
T0001475,A00736,2025-03-16,Email,EML_Nurture,3,3
T0001476,A00737,2024-04-26,Referral,REF_Customer,1,2
T0001477,A00737,2024-05-12,Paid Search,PS_Competitor,2,2
T0001478,A00738,2024-07-14,Email,EML_Reactivation,1,1
T0001479,A00739,2024-08-25,Organic Search,ORG_SEO,1,4
T0001480,A00739,2024-09-11,Organic Search,ORG_SEO,2,4
T0001481,A00739,2024-08-17,Organic Search,ORG_SEO,3,4
T0001482,A00739,2024-09-10,Paid Search,PS_Brand,4,4
T0001483,A00740,2024-09-04,Organic Search,ORG_SEO,1,2
T0001484,A00740,2024-09-23,Referral,REF_Customer,2,2
T0001485,A00741,2023-12-22,Paid Social,SOC_Video,1,3
T0001486,A00741,2023-12-14,Paid Search,PS_NonBrand,2,3
T0001487,A00741,2024-01-01,Direct,DIR_None,3,3
T0001488,A00742,2024-02-18,Referral,REF_Customer,1,3
T0001489,A00742,2024-02-28,Organic Search,ORG_SEO,2,3
T0001490,A00742,2024-03-06,Organic Search,ORG_SEO,3,3
T0001491,A00743,2025-07-08,Organic Search,ORG_SEO,1,1
T0001492,A00744,2023-12-31,Paid Social,SOC_Retargeting,1,1
T0001493,A00745,2024-10-31,Paid Search,PS_Brand,1,3
T0001494,A00745,2024-10-22,Referral,REF_Customer,2,3
T0001495,A00745,2024-11-16,Direct,DIR_None,3,3
T0001496,A00746,2024-11-10,Organic Search,ORG_SEO,1,1
T0001497,A00747,2024-08-02,Referral,REF_Customer,1,2
T0001498,A00747,2024-08-06,Direct,DIR_None,2,2
T0001499,A00748,2024-09-09,Organic Search,ORG_SEO,1,2
T0001500,A00748,2024-10-04,Paid Search,PS_Brand,2,2
T0001501,A00749,2025-05-08,Paid Search,PS_NonBrand,1,2
T0001502,A00749,2025-05-10,Paid Search,PS_Brand,2,2
T0001503,A00750,2025-05-29,Referral,REF_Customer,1,2
T0001504,A00750,2025-06-21,Paid Search,PS_Brand,2,2
T0001505,A00751,2024-06-16,Direct,DIR_None,1,1
T0001506,A00752,2024-07-28,Organic Search,ORG_SEO,1,1
T0001507,A00753,2024-06-05,Paid Social,SOC_Video,1,1
T0001508,A00754,2024-10-19,Paid Search,PS_Brand,1,2
T0001509,A00754,2024-11-05,Organic Search,ORG_SEO,2,2
T0001510,A00755,2025-03-05,Email,EML_Reactivation,1,1
T0001511,A00756,2024-05-09,Direct,DIR_None,1,3
T0001512,A00756,2024-05-17,Referral,REF_Customer,2,3
T0001513,A00756,2024-05-27,Partner,PART_Consultants,3,3
T0001514,A00757,2024-07-10,Paid Search,PS_NonBrand,1,2
T0001515,A00757,2024-08-05,Paid Search,PS_Competitor,2,2
T0001516,A00758,2025-07-31,Paid Social,SOC_Retargeting,1,4
T0001517,A00758,2025-08-12,Paid Search,PS_Brand,2,4
T0001518,A00758,2025-08-05,Paid Search,PS_Competitor,3,4
T0001519,A00758,2025-08-20,Paid Search,PS_NonBrand,4,4
T0001520,A00759,2024-01-25,Direct,DIR_None,1,2
T0001521,A00759,2024-01-23,Paid Search,PS_Competitor,2,2
T0001522,A00760,2024-10-16,Paid Search,PS_NonBrand,1,2
T0001523,A00760,2024-10-22,Paid Search,PS_NonBrand,2,2
T0001524,A00761,2025-03-06,Email,EML_Nurture,1,4
T0001525,A00761,2025-03-01,Paid Search,PS_NonBrand,2,4
T0001526,A00761,2025-03-23,Organic Search,ORG_SEO,3,4
T0001527,A00761,2025-03-25,Direct,DIR_None,4,4
T0001528,A00762,2024-03-22,Organic Search,ORG_SEO,1,3
T0001529,A00762,2024-03-08,Paid Social,SOC_Video,2,3
T0001530,A00762,2024-04-02,Paid Social,SOC_Prospecting,3,3
T0001531,A00763,2024-01-09,Referral,REF_Customer,1,2
T0001532,A00763,2024-01-22,Paid Social,SOC_Video,2,2
T0001533,A00764,2024-03-24,Referral,REF_Customer,1,1
T0001534,A00765,2025-08-14,Paid Social,SOC_Video,1,1
T0001535,A00766,2023-12-27,Referral,REF_Customer,1,3
T0001536,A00766,2023-12-15,Referral,REF_Customer,2,3
T0001537,A00766,2024-01-05,Organic Search,ORG_SEO,3,3
T0001538,A00767,2024-04-25,Organic Search,ORG_SEO,1,2
T0001539,A00767,2024-04-28,Organic Search,ORG_SEO,2,2
T0001540,A00768,2024-01-17,Paid Search,PS_NonBrand,1,1
T0001541,A00769,2024-02-16,Organic Search,ORG_SEO,1,3
T0001542,A00769,2024-02-10,Paid Social,SOC_Video,2,3
T0001543,A00769,2024-03-04,Referral,REF_Customer,3,3
T0001544,A00770,2025-01-06,Referral,REF_Customer,1,3
T0001545,A00770,2025-01-23,Paid Social,SOC_Prospecting,2,3
T0001546,A00770,2025-01-24,Organic Search,ORG_SEO,3,3
T0001547,A00771,2024-05-11,Paid Search,PS_Competitor,1,2
T0001548,A00771,2024-06-04,Paid Social,SOC_Prospecting,2,2
T0001549,A00772,2024-12-25,Paid Search,PS_Brand,1,1
T0001550,A00773,2025-01-07,Referral,REF_Customer,1,1
T0001551,A00774,2025-06-29,Organic Search,ORG_SEO,1,1
T0001552,A00775,2023-12-31,Paid Social,SOC_Prospecting,1,1
T0001553,A00776,2025-06-29,Organic Search,ORG_SEO,1,1
T0001554,A00777,2025-01-22,Paid Search,PS_Competitor,1,1
T0001555,A00778,2024-04-10,Organic Search,ORG_SEO,1,1
T0001556,A00779,2025-05-07,Paid Social,SOC_Video,1,1
T0001557,A00780,2025-06-17,Paid Search,PS_Brand,1,2
T0001558,A00780,2025-07-02,Partner,PART_Community,2,2
T0001559,A00781,2024-06-11,Paid Search,PS_Brand,1,3
T0001560,A00781,2024-05-21,Paid Search,PS_NonBrand,2,3
T0001561,A00781,2024-06-13,Organic Search,ORG_SEO,3,3
T0001562,A00782,2025-08-03,Organic Search,ORG_SEO,1,2
T0001563,A00782,2025-08-15,Partner,PART_Community,2,2
T0001564,A00783,2024-10-13,Direct,DIR_None,1,3
T0001565,A00783,2024-09-21,Partner,PART_Consultants,2,3
T0001566,A00783,2024-10-16,Paid Social,SOC_Video,3,3
T0001567,A00784,2025-01-15,Paid Social,SOC_Prospecting,1,1
T0001568,A00785,2025-09-21,Paid Social,SOC_Retargeting,1,1
T0001569,A00786,2024-08-16,Direct,DIR_None,1,3
T0001570,A00786,2024-08-14,Referral,REF_Customer,2,3
T0001571,A00786,2024-08-26,Paid Search,PS_Competitor,3,3
T0001572,A00787,2025-05-16,Paid Social,SOC_Prospecting,1,2
T0001573,A00787,2025-06-02,Referral,REF_Customer,2,2
T0001574,A00788,2024-07-06,Organic Search,ORG_SEO,1,2
T0001575,A00788,2024-07-27,Partner,PART_Consultants,2,2
T0001576,A00789,2025-05-23,Email,EML_Reactivation,1,3
T0001577,A00789,2025-05-15,Direct,DIR_None,2,3
T0001578,A00789,2025-05-23,Partner,PART_Community,3,3
T0001579,A00790,2025-01-14,Paid Search,PS_Competitor,1,1
T0001580,A00791,2024-04-21,Direct,DIR_None,1,3
T0001581,A00791,2024-05-10,Direct,DIR_None,2,3
T0001582,A00791,2024-05-16,Referral,REF_Customer,3,3
T0001583,A00792,2024-09-14,Organic Search,ORG_SEO,1,2
T0001584,A00792,2024-09-22,Organic Search,ORG_SEO,2,2
T0001585,A00793,2024-07-26,Organic Search,ORG_SEO,1,2
T0001586,A00793,2024-07-25,Paid Social,SOC_Retargeting,2,2
T0001587,A00794,2024-02-04,Paid Search,PS_NonBrand,1,3
T0001588,A00794,2024-02-03,Email,EML_Reactivation,2,3
T0001589,A00794,2024-02-10,Organic Search,ORG_SEO,3,3
T0001590,A00795,2024-01-16,Organic Search,ORG_SEO,1,1
T0001591,A00796,2024-07-27,Direct,DIR_None,1,2
T0001592,A00796,2024-08-15,Referral,REF_Customer,2,2
T0001593,A00797,2024-01-10,Direct,DIR_None,1,1
T0001594,A00798,2024-04-11,Organic Search,ORG_SEO,1,1
T0001595,A00799,2025-04-04,Paid Social,SOC_Retargeting,1,1
T0001596,A00800,2025-02-24,Paid Search,PS_Competitor,1,3
T0001597,A00800,2025-02-26,Paid Social,SOC_Retargeting,2,3
T0001598,A00800,2025-03-20,Referral,REF_Customer,3,3
T0001599,A00801,2025-03-30,Direct,DIR_None,1,2
T0001600,A00801,2025-04-12,Email,EML_Nurture,2,2
T0001601,A00802,2024-07-22,Paid Search,PS_NonBrand,1,2
T0001602,A00802,2024-07-25,Referral,REF_Customer,2,2
T0001603,A00803,2025-07-27,Organic Search,ORG_SEO,1,1
T0001604,A00804,2025-01-10,Organic Search,ORG_SEO,1,1
T0001605,A00805,2024-02-26,Organic Search,ORG_SEO,1,2
T0001606,A00805,2024-03-16,Referral,REF_Customer,2,2
T0001607,A00806,2024-03-05,Referral,REF_Customer,1,2
T0001608,A00806,2024-03-28,Organic Search,ORG_SEO,2,2
T0001609,A00807,2025-02-18,Referral,REF_Customer,1,2
T0001610,A00807,2025-03-12,Email,EML_Nurture,2,2
T0001611,A00808,2024-03-21,Organic Search,ORG_SEO,1,2
T0001612,A00808,2024-04-17,Email,EML_Reactivation,2,2
T0001613,A00809,2024-10-23,Paid Search,PS_NonBrand,1,2
T0001614,A00809,2024-11-16,Email,EML_Reactivation,2,2
T0001615,A00810,2025-09-25,Paid Search,PS_NonBrand,1,1
T0001616,A00811,2023-12-16,Paid Social,SOC_Retargeting,1,3
T0001617,A00811,2023-12-25,Referral,REF_Customer,2,3
T0001618,A00811,2024-01-03,Referral,REF_Customer,3,3
T0001619,A00812,2024-01-04,Paid Search,PS_Competitor,1,2
T0001620,A00812,2024-01-07,Referral,REF_Customer,2,2
T0001621,A00813,2025-09-27,Organic Search,ORG_SEO,1,1
T0001622,A00814,2025-01-04,Paid Search,PS_NonBrand,1,1
T0001623,A00815,2024-03-16,Organic Search,ORG_SEO,1,1
T0001624,A00816,2025-07-26,Paid Social,SOC_Video,1,2
T0001625,A00816,2025-07-30,Paid Search,PS_Competitor,2,2
T0001626,A00817,2025-07-13,Paid Search,PS_Brand,1,2
T0001627,A00817,2025-07-19,Email,EML_Reactivation,2,2
T0001628,A00818,2024-11-07,Organic Search,ORG_SEO,1,2
T0001629,A00818,2024-12-05,Direct,DIR_None,2,2
T0001630,A00819,2025-01-20,Organic Search,ORG_SEO,1,2
T0001631,A00819,2025-01-23,Paid Search,PS_Brand,2,2
T0001632,A00820,2024-06-23,Paid Social,SOC_Prospecting,1,1
T0001633,A00821,2024-01-24,Organic Search,ORG_SEO,1,1
T0001634,A00822,2025-01-11,Paid Search,PS_Brand,1,1
T0001635,A00823,2024-06-23,Email,EML_Nurture,1,2
T0001636,A00823,2024-07-10,Organic Search,ORG_SEO,2,2
T0001637,A00824,2025-02-21,Referral,REF_Customer,1,1
T0001638,A00825,2025-06-01,Organic Search,ORG_SEO,1,4
T0001639,A00825,2025-06-11,Partner,PART_Consultants,2,4
T0001640,A00825,2025-05-22,Organic Search,ORG_SEO,3,4
T0001641,A00825,2025-06-18,Referral,REF_Customer,4,4
T0001642,A00826,2024-01-08,Direct,DIR_None,1,1
T0001643,A00827,2025-01-11,Direct,DIR_None,1,1
T0001644,A00828,2024-05-12,Referral,REF_Customer,1,3
T0001645,A00828,2024-05-06,Referral,REF_Customer,2,3
T0001646,A00828,2024-05-29,Organic Search,ORG_SEO,3,3
T0001647,A00829,2025-07-14,Paid Social,SOC_Video,1,4
T0001648,A00829,2025-06-22,Paid Search,PS_Competitor,2,4
T0001649,A00829,2025-07-09,Referral,REF_Customer,3,4
T0001650,A00829,2025-07-12,Partner,PART_Consultants,4,4
T0001651,A00830,2024-06-12,Paid Social,SOC_Video,1,2
T0001652,A00830,2024-06-13,Organic Search,ORG_SEO,2,2
T0001653,A00831,2024-12-22,Partner,PART_Consultants,1,2
T0001654,A00831,2025-01-17,Paid Search,PS_NonBrand,2,2
T0001655,A00832,2024-11-20,Paid Search,PS_NonBrand,1,2
T0001656,A00832,2024-12-15,Paid Social,SOC_Video,2,2
T0001657,A00833,2024-08-27,Paid Search,PS_NonBrand,1,3
T0001658,A00833,2024-09-11,Paid Search,PS_Competitor,2,3
T0001659,A00833,2024-09-13,Organic Search,ORG_SEO,3,3
T0001660,A00834,2025-03-02,Organic Search,ORG_SEO,1,2
T0001661,A00834,2025-02-28,Organic Search,ORG_SEO,2,2
T0001662,A00835,2025-03-08,Partner,PART_Community,1,2
T0001663,A00835,2025-04-02,Paid Search,PS_Competitor,2,2
T0001664,A00836,2024-12-08,Paid Search,PS_Competitor,1,2
T0001665,A00836,2024-12-24,Organic Search,ORG_SEO,2,2
T0001666,A00837,2025-04-24,Email,EML_Reactivation,1,1
T0001667,A00838,2025-09-22,Paid Social,SOC_Retargeting,1,2
T0001668,A00838,2025-09-19,Paid Search,PS_NonBrand,2,2
T0001669,A00839,2024-09-26,Paid Social,SOC_Video,1,1
T0001670,A00840,2024-11-22,Email,EML_Reactivation,1,1
T0001671,A00841,2023-12-09,Paid Social,SOC_Retargeting,1,3
T0001672,A00841,2023-12-27,Organic Search,ORG_SEO,2,3
T0001673,A00841,2024-01-05,Paid Social,SOC_Prospecting,3,3
T0001674,A00842,2025-05-20,Paid Search,PS_NonBrand,1,1
T0001675,A00843,2024-11-13,Paid Search,PS_Competitor,1,2
T0001676,A00843,2024-11-25,Email,EML_Reactivation,2,2
T0001677,A00844,2024-09-19,Paid Search,PS_Competitor,1,1
T0001678,A00845,2024-02-18,Organic Search,ORG_SEO,1,2
T0001679,A00845,2024-02-21,Organic Search,ORG_SEO,2,2
T0001680,A00846,2025-07-16,Organic Search,ORG_SEO,1,3
T0001681,A00846,2025-07-07,Direct,DIR_None,2,3
