invoice_id,account_id,invoice_date,amount,payment_status
I0012527,A02723,2025-09-01,99.0,paid
I0012528,A02723,2025-10-01,99.0,paid
I0012529,A02723,2025-11-01,99.0,paid
I0012530,A02723,2025-12-01,99.0,paid
I0012531,A02723,2026-01-01,99.0,paid
I0012532,A02723,2026-02-01,99.0,paid
I0012533,A02723,2026-03-01,99.0,paid
I0012534,A02724,2024-10-01,49.0,paid
I0012535,A02724,2024-11-01,49.0,paid
I0012536,A02724,2024-12-01,49.0,paid
I0012537,A02724,2025-01-01,49.0,paid
I0012538,A02724,2025-02-01,49.0,paid
I0012539,A02724,2025-03-01,49.0,paid
I0012540,A02724,2025-04-01,49.0,paid
I0012541,A02724,2025-05-01,49.0,paid
I0012542,A02724,2025-06-01,49.0,paid
I0012543,A02724,2025-07-01,49.0,paid
I0012544,A02724,2025-08-01,49.0,paid
I0012545,A02724,2025-09-01,49.0,paid
I0012546,A02724,2025-10-01,49.0,paid
I0012547,A02724,2025-11-01,49.0,paid
I0012548,A02724,2025-12-01,49.0,paid
I0012549,A02724,2026-01-01,49.0,paid
I0012550,A02724,2026-02-01,49.0,paid
I0012551,A02724,2026-03-01,49.0,paid
I0012552,A02725,2024-04-30,99.0,paid
I0012553,A02725,2024-05-30,99.0,paid
I0012554,A02725,2024-06-30,99.0,paid
I0012555,A02725,2024-07-30,99.0,paid
I0012556,A02725,2024-08-30,99.0,paid
I0012557,A02725,2024-09-30,99.0,paid
I0012558,A02725,2024-10-30,99.0,paid
I0012559,A02725,2024-11-30,99.0,paid
I0012560,A02725,2024-12-30,99.0,paid
I0012561,A02725,2025-01-30,99.0,paid
I0012562,A02725,2025-02-28,99.0,paid
I0012563,A02725,2025-03-30,99.0,paid
I0012564,A02725,2025-04-30,99.0,paid
I0012565,A02725,2025-05-30,99.0,paid
I0012566,A02725,2025-06-30,99.0,paid
I0012567,A02725,2025-07-30,99.0,paid
I0012568,A02725,2025-08-30,99.0,paid
I0012569,A02725,2025-09-30,99.0,paid
I0012570,A02725,2025-10-30,99.0,paid
I0012571,A02725,2025-11-30,99.0,paid
I0012572,A02725,2025-12-30,99.0,paid
I0012573,A02725,2026-01-30,99.0,paid
I0012574,A02725,2026-02-28,99.0,paid
I0012575,A02725,2026-03-30,99.0,paid
I0012576,A02727,2025-05-28,49.0,paid
I0012577,A02728,2024-04-06,49.0,paid
I0012578,A02728,2024-05-06,49.0,paid
I0012579,A02728,2024-06-06,49.0,paid
I0012580,A02728,2024-07-06,49.0,paid
I0012581,A02728,2024-08-06,49.0,paid
I0012582,A02728,2024-09-06,49.0,paid
I0012583,A02730,2025-08-09,99.0,paid
I0012584,A02730,2025-09-09,99.0,paid
I0012585,A02730,2025-10-09,99.0,paid
I0012586,A02730,2025-11-09,99.0,paid
I0012587,A02730,2025-12-09,99.0,paid
I0012588,A02730,2026-01-09,99.0,paid
I0012589,A02730,2026-02-09,99.0,paid
I0012590,A02730,2026-03-09,99.0,paid
I0012591,A02732,2024-07-25,99.0,paid
I0012592,A02732,2024-08-25,99.0,paid
I0012593,A02732,2024-09-25,99.0,paid
I0012594,A02732,2024-10-25,99.0,paid
I0012595,A02732,2024-11-25,99.0,paid
I0012596,A02732,2024-12-25,99.0,paid
I0012597,A02732,2025-01-25,99.0,paid
I0012598,A02732,2025-02-25,99.0,paid
I0012599,A02732,2025-03-25,99.0,paid
I0012600,A02732,2025-04-25,99.0,paid
I0012601,A02732,2025-05-25,99.0,paid
I0012602,A02732,2025-06-25,99.0,paid
I0012603,A02732,2025-07-25,99.0,paid
I0012604,A02732,2025-08-25,99.0,paid
I0012605,A02732,2025-09-25,99.0,paid
I0012606,A02732,2025-10-25,99.0,paid
I0012607,A02733,2024-12-23,99.0,paid
I0012608,A02733,2025-01-23,99.0,paid
I0012609,A02733,2025-02-23,99.0,paid
I0012610,A02733,2025-03-23,99.0,paid
I0012611,A02733,2025-04-23,99.0,paid
I0012612,A02733,2025-05-23,99.0,paid
I0012613,A02733,2025-06-23,99.0,paid
I0012614,A02733,2025-07-23,99.0,paid
I0012615,A02733,2025-08-23,99.0,paid
I0012616,A02733,2025-09-23,99.0,paid
I0012617,A02734,2024-08-15,49.0,paid
I0012618,A02734,2024-09-15,49.0,paid
I0012619,A02734,2024-10-15,49.0,paid
I0012620,A02734,2024-11-15,49.0,paid
I0012621,A02734,2024-12-15,49.0,paid
I0012622,A02734,2025-01-15,49.0,paid
I0012623,A02734,2025-02-15,49.0,paid
I0012624,A02734,2025-03-15,49.0,paid
I0012625,A02737,2024-05-02,99.0,paid
I0012626,A02737,2024-06-02,99.0,paid
I0012627,A02737,2024-07-02,99.0,paid
I0012628,A02737,2024-08-02,99.0,paid
I0012629,A02737,2024-09-02,99.0,paid
I0012630,A02737,2024-10-02,99.0,paid
I0012631,A02737,2024-11-02,99.0,paid
I0012632,A02737,2024-12-02,99.0,paid
I0012633,A02737,2025-01-02,99.0,paid
I0012634,A02737,2025-02-02,99.0,paid
I0012635,A02737,2025-03-02,99.0,paid
I0012636,A02737,2025-04-02,99.0,paid
I0012637,A02737,2025-05-02,99.0,paid
I0012638,A02737,2025-06-02,99.0,paid
I0012639,A02737,2025-07-02,99.0,paid
I0012640,A02737,2025-08-02,99.0,paid
I0012641,A02737,2025-09-02,99.0,paid
I0012642,A02737,2025-10-02,99.0,paid
I0012643,A02737,2025-11-02,99.0,paid
I0012644,A02737,2025-12-02,99.0,paid
I0012645,A02737,2026-01-02,99.0,paid
I0012646,A02737,2026-02-02,99.0,paid
I0012647,A02737,2026-03-02,99.0,paid
I0012648,A02739,2025-04-06,249.0,paid
I0012649,A02739,2025-05-06,249.0,paid
I0012650,A02739,2025-06-06,249.0,paid
I0012651,A02739,2025-07-06,249.0,paid
I0012652,A02739,2025-08-06,249.0,paid
I0012653,A02739,2025-09-06,249.0,paid
I0012654,A02739,2025-10-06,249.0,paid
I0012655,A02739,2025-11-06,249.0,paid
I0012656,A02739,2025-12-06,249.0,paid
I0012657,A02739,2026-01-06,249.0,paid
I0012658,A02739,2026-02-06,249.0,paid
I0012659,A02739,2026-03-06,249.0,paid
I0012660,A02740,2025-01-18,49.0,paid
I0012661,A02740,2025-02-18,49.0,paid
I0012662,A02740,2025-03-18,49.0,paid
I0012663,A02740,2025-04-18,49.0,paid
I0012664,A02740,2025-05-18,49.0,paid
I0012665,A02740,2025-06-18,49.0,paid
I0012666,A02740,2025-07-18,49.0,paid
I0012667,A02740,2025-08-18,49.0,paid
I0012668,A02740,2025-09-18,49.0,paid
I0012669,A02740,2025-10-18,49.0,paid
I0012670,A02740,2025-11-18,49.0,paid
I0012671,A02740,2025-12-18,49.0,paid
I0012672,A02740,2026-01-18,49.0,paid
I0012673,A02740,2026-02-18,49.0,paid
I0012674,A02741,2024-03-09,49.0,paid
I0012675,A02741,2024-04-09,49.0,paid
I0012676,A02741,2024-05-09,49.0,paid
I0012677,A02741,2024-06-09,49.0,paid
I0012678,A02741,2024-07-09,49.0,paid
I0012679,A02741,2024-08-09,49.0,paid
I0012680,A02741,2024-09-09,49.0,paid
I0012681,A02741,2024-10-09,49.0,paid
I0012682,A02741,2024-11-09,49.0,paid
I0012683,A02741,2024-12-09,49.0,paid
I0012684,A02741,2025-01-09,49.0,paid
I0012685,A02741,2025-02-09,49.0,paid
I0012686,A02741,2025-03-09,49.0,paid
I0012687,A02741,2025-04-09,49.0,paid
I0012688,A02741,2025-05-09,49.0,paid
I0012689,A02741,2025-06-09,49.0,paid
I0012690,A02741,2025-07-09,49.0,paid
I0012691,A02741,2025-08-09,49.0,paid
I0012692,A02741,2025-09-09,49.0,paid
I0012693,A02741,2025-10-09,49.0,paid
I0012694,A02741,2025-11-09,49.0,paid
I0012695,A02741,2025-12-09,49.0,paid
I0012696,A02741,2026-01-09,49.0,paid
I0012697,A02741,2026-02-09,49.0,paid
I0012698,A02741,2026-03-09,49.0,paid
I0012699,A02743,2024-05-01,49.0,paid
I0012700,A02743,2024-06-01,49.0,paid
I0012701,A02743,2024-07-01,49.0,paid
I0012702,A02743,2024-08-01,49.0,paid
I0012703,A02743,2024-09-01,49.0,paid
I0012704,A02743,2024-10-01,49.0,paid
I0012705,A02749,2024-11-25,49.0,paid
I0012706,A02749,2024-12-25,49.0,paid
I0012707,A02749,2025-01-25,49.0,paid
I0012708,A02749,2025-02-25,49.0,paid
I0012709,A02749,2025-03-25,49.0,paid
I0012710,A02749,2025-04-25,49.0,paid
I0012711,A02749,2025-05-25,49.0,paid
I0012712,A02749,2025-06-25,49.0,paid
I0012713,A02749,2025-07-25,49.0,paid
I0012714,A02749,2025-08-25,49.0,paid
I0012715,A02749,2025-09-25,49.0,paid
I0012716,A02751,2024-06-10,99.0,paid
I0012717,A02751,2024-07-10,99.0,paid
I0012718,A02751,2024-08-10,99.0,paid
I0012719,A02751,2024-09-10,99.0,paid
I0012720,A02751,2024-10-10,99.0,paid
I0012721,A02751,2024-11-10,99.0,paid
I0012722,A02751,2024-12-10,99.0,paid
I0012723,A02752,2025-04-09,49.0,paid
I0012724,A02752,2025-05-09,49.0,paid
I0012725,A02752,2025-06-09,49.0,paid
I0012726,A02752,2025-07-09,49.0,paid
I0012727,A02752,2025-08-09,49.0,paid
I0012728,A02752,2025-09-09,49.0,paid
I0012729,A02752,2025-10-09,49.0,paid
I0012730,A02752,2025-11-09,49.0,paid
I0012731,A02752,2025-12-09,49.0,paid
I0012732,A02752,2026-01-09,49.0,paid
I0012733,A02752,2026-02-09,49.0,paid
I0012734,A02752,2026-03-09,49.0,paid
I0012735,A02759,2025-03-07,99.0,paid
I0012736,A02759,2025-04-07,99.0,paid
I0012737,A02759,2025-05-07,99.0,paid
I0012738,A02759,2025-06-07,99.0,paid
I0012739,A02759,2025-07-07,99.0,paid
I0012740,A02759,2025-08-07,99.0,paid
I0012741,A02759,2025-09-07,99.0,paid
I0012742,A02759,2025-10-07,99.0,paid
I0012743,A02760,2024-12-22,99.0,paid
I0012744,A02760,2025-01-22,99.0,paid
I0012745,A02760,2025-02-22,99.0,paid
I0012746,A02760,2025-03-22,99.0,paid
I0012747,A02760,2025-04-22,99.0,paid
I0012748,A02763,2024-03-14,99.0,paid
I0012749,A02765,2024-02-15,99.0,paid
I0012750,A02765,2024-03-15,99.0,paid
I0012751,A02765,2024-04-15,99.0,paid
I0012752,A02765,2024-05-15,99.0,paid
I0012753,A02766,2025-09-15,49.0,paid
I0012754,A02766,2025-10-15,49.0,paid
I0012755,A02766,2025-11-15,49.0,paid
I0012756,A02766,2025-12-15,49.0,paid
I0012757,A02766,2026-01-15,49.0,paid
I0012758,A02766,2026-02-15,49.0,paid
I0012759,A02766,2026-03-15,49.0,paid
I0012760,A02769,2025-07-08,49.0,paid
I0012761,A02769,2025-08-08,49.0,paid
I0012762,A02769,2025-09-08,49.0,paid
I0012763,A02769,2025-10-08,49.0,paid
I0012764,A02769,2025-11-08,49.0,paid
I0012765,A02769,2025-12-08,49.0,paid
I0012766,A02769,2026-01-08,49.0,paid
I0012767,A02769,2026-02-08,49.0,paid
I0012768,A02769,2026-03-08,49.0,paid
I0012769,A02772,2025-06-02,49.0,paid
I0012770,A02772,2025-07-02,49.0,paid
I0012771,A02772,2025-08-02,49.0,paid
I0012772,A02772,2025-09-02,49.0,paid
I0012773,A02772,2025-10-02,49.0,paid
I0012774,A02772,2025-11-02,49.0,paid
I0012775,A02772,2025-12-02,49.0,paid
I0012776,A02772,2026-01-02,49.0,paid
I0012777,A02772,2026-02-02,49.0,paid
I0012778,A02772,2026-03-02,49.0,paid
I0012779,A02779,2024-06-20,49.0,paid
I0012780,A02779,2024-07-20,49.0,paid
I0012781,A02779,2024-08-20,49.0,paid
I0012782,A02779,2024-09-20,49.0,paid
I0012783,A02779,2024-10-20,49.0,paid
I0012784,A02779,2024-11-20,49.0,paid
I0012785,A02779,2024-12-20,49.0,paid
I0012786,A02779,2025-01-20,49.0,paid
I0012787,A02779,2025-02-20,49.0,paid
I0012788,A02779,2025-03-20,49.0,paid
I0012789,A02779,2025-04-20,49.0,paid
I0012790,A02779,2025-05-20,49.0,paid
I0012791,A02779,2025-06-20,49.0,paid
I0012792,A02782,2024-03-11,49.0,paid
I0012793,A02782,2024-04-11,49.0,paid
I0012794,A02783,2025-02-08,99.0,paid
I0012795,A02783,2025-03-08,99.0,paid
I0012796,A02783,2025-04-08,99.0,paid
I0012797,A02783,2025-05-08,99.0,paid
I0012798,A02783,2025-06-08,99.0,paid
I0012799,A02784,2024-08-23,99.0,paid
I0012800,A02784,2024-09-23,99.0,paid
I0012801,A02784,2024-10-23,99.0,paid
I0012802,A02784,2024-11-23,99.0,paid
I0012803,A02784,2024-12-23,99.0,paid
I0012804,A02784,2025-01-23,99.0,paid
I0012805,A02784,2025-02-23,99.0,paid
I0012806,A02784,2025-03-23,99.0,paid
I0012807,A02784,2025-04-23,99.0,paid
I0012808,A02784,2025-05-23,99.0,paid
I0012809,A02784,2025-06-23,99.0,paid
I0012810,A02784,2025-07-23,99.0,paid
I0012811,A02784,2025-08-23,99.0,paid
I0012812,A02784,2025-09-23,99.0,paid
I0012813,A02784,2025-10-23,99.0,paid
I0012814,A02784,2025-11-23,99.0,paid
I0012815,A02784,2025-12-23,99.0,paid
I0012816,A02784,2026-01-23,99.0,paid
I0012817,A02784,2026-02-23,99.0,paid
I0012818,A02784,2026-03-23,99.0,paid
I0012819,A02788,2024-12-17,49.0,paid
I0012820,A02788,2025-01-17,49.0,paid
I0012821,A02788,2025-02-17,49.0,paid
I0012822,A02788,2025-03-17,49.0,paid
I0012823,A02788,2025-04-17,49.0,paid
I0012824,A02788,2025-05-17,49.0,paid
I0012825,A02788,2025-06-17,49.0,paid
I0012826,A02788,2025-07-17,49.0,paid
I0012827,A02792,2024-02-28,99.0,paid
I0012828,A02792,2024-03-28,99.0,paid
I0012829,A02792,2024-04-28,99.0,paid
I0012830,A02793,2025-05-10,99.0,paid
I0012831,A02793,2025-06-10,99.0,paid
I0012832,A02793,2025-07-10,99.0,paid
I0012833,A02793,2025-08-10,99.0,paid
I0012834,A02793,2025-09-10,99.0,paid
I0012835,A02793,2025-10-10,99.0,paid
I0012836,A02793,2025-11-10,99.0,paid
I0012837,A02793,2025-12-10,99.0,paid
I0012838,A02793,2026-01-10,99.0,paid
I0012839,A02794,2025-09-28,49.0,paid
I0012840,A02794,2025-10-28,49.0,paid
I0012841,A02794,2025-11-28,49.0,paid
I0012842,A02794,2025-12-28,49.0,paid
I0012843,A02794,2026-01-28,49.0,paid
I0012844,A02794,2026-02-28,49.0,paid
I0012845,A02794,2026-03-28,49.0,paid
I0012846,A02796,2025-01-16,99.0,paid
I0012847,A02796,2025-02-16,99.0,paid
I0012848,A02796,2025-03-16,99.0,paid
I0012849,A02796,2025-04-16,99.0,paid
I0012850,A02796,2025-05-16,99.0,paid
I0012851,A02796,2025-06-16,99.0,paid
I0012852,A02796,2025-07-16,99.0,paid
I0012853,A02796,2025-08-16,99.0,paid
I0012854,A02796,2025-09-16,99.0,paid
I0012855,A02796,2025-10-16,99.0,paid
I0012856,A02796,2025-11-16,99.0,paid
I0012857,A02796,2025-12-16,99.0,paid
I0012858,A02796,2026-01-16,99.0,paid
I0012859,A02796,2026-02-16,99.0,paid
I0012860,A02796,2026-03-16,99.0,paid
I0012861,A02797,2025-02-10,99.0,paid
I0012862,A02797,2025-03-10,99.0,paid
I0012863,A02800,2025-05-20,249.0,paid
I0012864,A02800,2025-06-20,249.0,paid
I0012865,A02800,2025-07-20,249.0,paid
I0012866,A02800,2025-08-20,249.0,paid
I0012867,A02800,2025-09-20,249.0,paid
I0012868,A02800,2025-10-20,249.0,paid
I0012869,A02800,2025-11-20,249.0,paid
I0012870,A02800,2025-12-20,249.0,paid
I0012871,A02800,2026-01-20,249.0,paid
I0012872,A02800,2026-02-20,249.0,paid
I0012873,A02800,2026-03-20,249.0,paid
I0012874,A02804,2025-01-22,249.0,paid
I0012875,A02804,2025-02-22,249.0,paid
I0012876,A02804,2025-03-22,249.0,paid
I0012877,A02810,2024-04-17,99.0,paid
I0012878,A02810,2024-05-17,99.0,paid
I0012879,A02810,2024-06-17,99.0,paid
I0012880,A02810,2024-07-17,99.0,paid
I0012881,A02810,2024-08-17,99.0,paid
I0012882,A02810,2024-09-17,99.0,paid
I0012883,A02810,2024-10-17,99.0,paid
I0012884,A02810,2024-11-17,99.0,paid
I0012885,A02810,2024-12-17,99.0,paid
I0012886,A02810,2025-01-17,99.0,paid
I0012887,A02810,2025-02-17,99.0,paid
I0012888,A02810,2025-03-17,99.0,paid
I0012889,A02811,2024-02-03,99.0,paid
I0012890,A02811,2024-03-03,99.0,paid
I0012891,A02811,2024-04-03,99.0,paid
I0012892,A02811,2024-05-03,99.0,paid
I0012893,A02812,2025-07-25,49.0,paid
I0012894,A02812,2025-08-25,49.0,paid
I0012895,A02812,2025-09-25,49.0,paid
I0012896,A02812,2025-10-25,49.0,paid
I0012897,A02812,2025-11-25,49.0,paid
I0012898,A02812,2025-12-25,49.0,paid
I0012899,A02812,2026-01-25,49.0,paid
I0012900,A02812,2026-02-25,49.0,paid
I0012901,A02812,2026-03-25,49.0,paid
I0012902,A02814,2024-01-24,49.0,paid
I0012903,A02814,2024-02-24,49.0,paid
I0012904,A02814,2024-03-24,49.0,paid
I0012905,A02814,2024-04-24,49.0,paid
I0012906,A02814,2024-05-24,49.0,paid
I0012907,A02814,2024-06-24,49.0,paid
I0012908,A02814,2024-07-24,49.0,paid
I0012909,A02814,2024-08-24,49.0,paid
I0012910,A02814,2024-09-24,49.0,paid
I0012911,A02814,2024-10-24,49.0,paid
I0012912,A02814,2024-11-24,49.0,paid
I0012913,A02814,2024-12-24,49.0,paid
I0012914,A02814,2025-01-24,49.0,paid
I0012915,A02814,2025-02-24,49.0,paid
I0012916,A02816,2025-01-04,49.0,paid
I0012917,A02816,2025-02-04,49.0,paid
I0012918,A02816,2025-03-04,49.0,paid
I0012919,A02816,2025-04-04,49.0,paid
I0012920,A02816,2025-05-04,49.0,paid
I0012921,A02819,2024-10-25,49.0,paid
I0012922,A02820,2025-08-30,49.0,paid
I0012923,A02820,2025-09-30,49.0,paid
I0012924,A02820,2025-10-30,49.0,paid
I0012925,A02824,2025-09-18,99.0,paid
I0012926,A02824,2025-10-18,99.0,paid
I0012927,A02824,2025-11-18,99.0,paid
I0012928,A02824,2025-12-18,99.0,paid
I0012929,A02824,2026-01-18,99.0,paid
I0012930,A02824,2026-02-18,99.0,paid
I0012931,A02824,2026-03-18,99.0,paid
I0012932,A02830,2025-04-29,99.0,paid
I0012933,A02830,2025-05-29,99.0,paid
I0012934,A02830,2025-06-29,99.0,paid
I0012935,A02830,2025-07-29,99.0,paid
I0012936,A02830,2025-08-29,99.0,paid
I0012937,A02830,2025-09-29,99.0,paid
I0012938,A02830,2025-10-29,99.0,paid
I0012939,A02833,2024-11-10,99.0,paid
I0012940,A02833,2024-12-10,99.0,paid
I0012941,A02833,2025-01-10,99.0,paid
I0012942,A02833,2025-02-10,99.0,paid
I0012943,A02833,2025-03-10,99.0,paid
I0012944,A02833,2025-04-10,99.0,paid
I0012945,A02833,2025-05-10,99.0,paid
I0012946,A02833,2025-06-10,99.0,paid
I0012947,A02833,2025-07-10,99.0,paid
I0012948,A02833,2025-08-10,99.0,paid
I0012949,A02833,2025-09-10,99.0,paid
I0012950,A02833,2025-10-10,99.0,paid
I0012951,A02833,2025-11-10,99.0,paid
I0012952,A02833,2025-12-10,99.0,paid
I0012953,A02833,2026-01-10,99.0,paid
I0012954,A02833,2026-02-10,99.0,paid
I0012955,A02833,2026-03-10,99.0,paid
I0012956,A02834,2025-06-30,49.0,paid
I0012957,A02834,2025-07-30,49.0,paid
I0012958,A02834,2025-08-30,49.0,paid
I0012959,A02834,2025-09-30,49.0,paid
I0012960,A02834,2025-10-30,49.0,paid
I0012961,A02834,2025-11-30,49.0,paid
I0012962,A02834,2025-12-30,49.0,paid
I0012963,A02835,2025-03-29,99.0,paid
I0012964,A02835,2025-04-29,99.0,paid
I0012965,A02835,2025-05-29,99.0,paid
I0012966,A02835,2025-06-29,99.0,paid
I0012967,A02835,2025-07-29,99.0,paid
I0012968,A02835,2025-08-29,99.0,paid
I0012969,A02835,2025-09-29,99.0,paid
I0012970,A02838,2024-07-05,99.0,paid
I0012971,A02838,2024-08-05,99.0,paid
I0012972,A02838,2024-09-05,99.0,paid
I0012973,A02838,2024-10-05,99.0,paid
I0012974,A02838,2024-11-05,99.0,paid
I0012975,A02838,2024-12-05,99.0,paid
I0012976,A02838,2025-01-05,99.0,paid
I0012977,A02839,2024-09-26,49.0,paid
I0012978,A02839,2024-10-26,49.0,paid
I0012979,A02840,2024-01-31,99.0,paid
I0012980,A02840,2024-02-29,99.0,paid
I0012981,A02840,2024-03-31,99.0,paid
I0012982,A02840,2024-04-30,99.0,paid
I0012983,A02840,2024-05-31,99.0,paid
I0012984,A02840,2024-06-30,99.0,paid
I0012985,A02840,2024-07-31,99.0,paid
I0012986,A02840,2024-08-31,99.0,paid
I0012987,A02840,2024-09-30,99.0,paid
I0012988,A02840,2024-10-31,99.0,paid
I0012989,A02840,2024-11-30,99.0,paid
I0012990,A02840,2024-12-31,99.0,paid
I0012991,A02840,2025-01-31,99.0,paid
I0012992,A02840,2025-02-28,99.0,paid
I0012993,A02840,2025-03-31,99.0,paid
I0012994,A02840,2025-04-30,99.0,paid
I0012995,A02840,2025-05-31,99.0,paid
I0012996,A02840,2025-06-30,99.0,paid
I0012997,A02840,2025-07-31,99.0,paid
I0012998,A02840,2025-08-31,99.0,paid
I0012999,A02840,2025-09-30,99.0,paid
I0013000,A02840,2025-10-31,99.0,paid
I0013001,A02840,2025-11-30,99.0,paid
I0013002,A02840,2025-12-31,99.0,paid
I0013003,A02840,2026-01-31,99.0,paid
I0013004,A02840,2026-02-28,99.0,paid
I0013005,A02840,2026-03-31,99.0,paid
I0013006,A02844,2024-06-17,249.0,paid
I0013007,A02845,2024-05-18,49.0,paid
I0013008,A02845,2024-06-18,49.0,paid
I0013009,A02845,2024-07-18,49.0,paid
I0013010,A02845,2024-08-18,49.0,paid
I0013011,A02845,2024-09-18,49.0,paid
I0013012,A02845,2024-10-18,49.0,paid
I0013013,A02845,2024-11-18,49.0,paid
I0013014,A02845,2024-12-18,49.0,paid
I0013015,A02845,2025-01-18,49.0,paid
I0013016,A02845,2025-02-18,49.0,paid
I0013017,A02845,2025-03-18,49.0,paid
I0013018,A02845,2025-04-18,49.0,paid
I0013019,A02845,2025-05-18,49.0,paid
I0013020,A02845,2025-06-18,49.0,paid
I0013021,A02845,2025-07-18,49.0,paid
I0013022,A02845,2025-08-18,49.0,paid
I0013023,A02845,2025-09-18,49.0,paid
I0013024,A02845,2025-10-18,49.0,paid
I0013025,A02845,2025-11-18,49.0,paid
I0013026,A02845,2025-12-18,49.0,paid
I0013027,A02845,2026-01-18,49.0,paid
I0013028,A02849,2025-05-08,49.0,paid
I0013029,A02849,2025-06-08,49.0,paid
I0013030,A02849,2025-07-08,49.0,paid
I0013031,A02849,2025-08-08,49.0,paid
I0013032,A02849,2025-09-08,49.0,paid
I0013033,A02849,2025-10-08,49.0,paid
I0013034,A02849,2025-11-08,49.0,paid
I0013035,A02849,2025-12-08,49.0,paid
I0013036,A02849,2026-01-08,49.0,paid
I0013037,A02849,2026-02-08,49.0,paid
I0013038,A02849,2026-03-08,49.0,paid
I0013039,A02850,2024-09-16,49.0,paid
I0013040,A02850,2024-10-16,49.0,paid
I0013041,A02852,2024-10-16,99.0,paid
I0013042,A02852,2024-11-16,99.0,paid
I0013043,A02852,2024-12-16,99.0,paid
I0013044,A02852,2025-01-16,99.0,paid
I0013045,A02852,2025-02-16,99.0,paid
I0013046,A02852,2025-03-16,99.0,paid
I0013047,A02852,2025-04-16,99.0,paid
I0013048,A02852,2025-05-16,99.0,paid
I0013049,A02852,2025-06-16,99.0,paid
I0013050,A02852,2025-07-16,99.0,paid
I0013051,A02852,2025-08-16,99.0,paid
I0013052,A02852,2025-09-16,99.0,paid
I0013053,A02853,2025-06-21,49.0,paid
I0013054,A02853,2025-07-21,49.0,paid
I0013055,A02853,2025-08-21,49.0,paid
I0013056,A02853,2025-09-21,49.0,paid
I0013057,A02853,2025-10-21,49.0,paid
I0013058,A02853,2025-11-21,49.0,paid
I0013059,A02853,2025-12-21,49.0,paid
I0013060,A02853,2026-01-21,49.0,paid
I0013061,A02853,2026-02-21,49.0,paid
I0013062,A02853,2026-03-21,49.0,paid
I0013063,A02855,2025-05-15,49.0,paid
I0013064,A02855,2025-06-15,49.0,paid
I0013065,A02855,2025-07-15,49.0,paid
I0013066,A02855,2025-08-15,49.0,paid
I0013067,A02855,2025-09-15,49.0,paid
I0013068,A02855,2025-10-15,49.0,paid
I0013069,A02855,2025-11-15,49.0,paid
I0013070,A02861,2024-09-29,249.0,paid
I0013071,A02861,2024-10-29,249.0,paid
I0013072,A02861,2024-11-29,249.0,paid
I0013073,A02861,2024-12-29,249.0,paid
I0013074,A02861,2025-01-29,249.0,paid
I0013075,A02861,2025-02-28,249.0,paid
I0013076,A02861,2025-03-29,249.0,paid
I0013077,A02861,2025-04-29,249.0,paid
I0013078,A02861,2025-05-29,249.0,paid
I0013079,A02861,2025-06-29,249.0,paid
I0013080,A02862,2024-12-02,249.0,paid
I0013081,A02862,2025-01-02,249.0,paid
I0013082,A02863,2024-08-11,49.0,paid
I0013083,A02863,2024-09-11,49.0,paid
I0013084,A02863,2024-10-11,49.0,paid
I0013085,A02863,2024-11-11,49.0,paid
I0013086,A02863,2024-12-11,49.0,paid
I0013087,A02863,2025-01-11,49.0,paid
I0013088,A02863,2025-02-11,49.0,paid
I0013089,A02863,2025-03-11,49.0,paid
I0013090,A02863,2025-04-11,49.0,paid
I0013091,A02863,2025-05-11,49.0,paid
I0013092,A02863,2025-06-11,49.0,paid
I0013093,A02863,2025-07-11,49.0,paid
I0013094,A02863,2025-08-11,49.0,paid
I0013095,A02863,2025-09-11,49.0,paid
I0013096,A02863,2025-10-11,49.0,paid
I0013097,A02863,2025-11-11,49.0,paid
I0013098,A02863,2025-12-11,49.0,paid
I0013099,A02863,2026-01-11,49.0,paid
I0013100,A02863,2026-02-11,49.0,paid
I0013101,A02863,2026-03-11,49.0,paid
I0013102,A02864,2024-03-14,99.0,paid
I0013103,A02864,2024-04-14,99.0,paid
I0013104,A02864,2024-05-14,99.0,paid
I0013105,A02864,2024-06-14,99.0,paid
I0013106,A02864,2024-07-14,99.0,paid
I0013107,A02864,2024-08-14,99.0,paid
I0013108,A02864,2024-09-14,99.0,paid
I0013109,A02864,2024-10-14,99.0,paid
I0013110,A02864,2024-11-14,99.0,paid
I0013111,A02864,2024-12-14,99.0,paid
I0013112,A02864,2025-01-14,99.0,paid
I0013113,A02864,2025-02-14,99.0,paid
I0013114,A02864,2025-03-14,99.0,paid
I0013115,A02864,2025-04-14,99.0,paid
I0013116,A02864,2025-05-14,99.0,paid
I0013117,A02864,2025-06-14,99.0,paid
I0013118,A02866,2024-03-26,99.0,paid
I0013119,A02866,2024-04-26,99.0,paid
I0013120,A02866,2024-05-26,99.0,paid
I0013121,A02866,2024-06-26,99.0,paid
I0013122,A02866,2024-07-26,99.0,paid
I0013123,A02866,2024-08-26,99.0,paid
I0013124,A02866,2024-09-26,99.0,paid
I0013125,A02866,2024-10-26,99.0,paid
I0013126,A02866,2024-11-26,99.0,paid
I0013127,A02866,2024-12-26,99.0,paid
I0013128,A02866,2025-01-26,99.0,paid
I0013129,A02866,2025-02-26,99.0,paid
I0013130,A02866,2025-03-26,99.0,paid
I0013131,A02866,2025-04-26,99.0,paid
I0013132,A02866,2025-05-26,99.0,paid
I0013133,A02866,2025-06-26,99.0,paid
